Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,test_peaks
429.103897,18,22,12,0,0,0,0,0,CHO,Tannin,430.11117346688,-0.109961058819092,6,86171872
429.11364,29,18,4,0,0,0,0,0,CHO,ConHC,430.12091646688,-0.947177094609042,7,26362086
429.119199,22,22,9,0,0,0,0,0,CHO,Lignin,430.12647546688,-0.216591596326783,5,79749352
429.122394,19,26,9,0,0,1,0,0,CHOS,Lignin,430.12967046688,0.192166748039559,7,10756331
429.129519,23,27,4,0,0,1,1,0,CHOSP,Lignin,430.13679546688,-0.0672153145823145,6,6969584
429.132258,19,27,9,0,0,0,1,0,CHOP,Lignin,430.13953446688,-0.617221293859966,8,121053424
429.140324,19,26,11,0,0,0,0,0,CHO,Lignin,430.14760046688,-0.206415611627085,6,106733816
429.150119,30,22,3,0,0,0,0,0,CHO,ConHC,430.15739546688,-1.16444442267747,5,13078782
429.155571,23,26,8,0,0,0,0,0,CHO,Lignin,430.16284746688,-0.185175173752981,5,69574912
429.158775,20,30,8,0,0,1,0,0,CHOS,Protein,430.16605146688,0.202626217743853,6,5813507.5
429.168702,20,31,8,0,0,0,1,0,CHOP,Protein,430.17597846688,-0.753145215651866,6,28516618
429.176713,20,30,10,0,0,0,0,0,CHO,Protein,430.18398946688,-0.214519559718776,5,28369168
429.191946,24,30,7,0,0,0,0,0,CHO,Lignin,430.19922246688,-0.160737575446898,4,20709658
429.204967,21,35,7,0,0,0,1,0,CHOP,Protein,430.21224346688,-0.472972778361702,4,5721378.5
429.213005,21,34,9,0,0,0,0,0,CHO,Protein,430.22028146688,0.00284370597683506,3,5075240
429.249454,22,38,8,0,0,0,0,0,CHO,Protein,430.25673046688,-0.144728195056748,3,8638785
430.078259,20,17,10,1,0,0,0,0,CHON,Lignin,431.08553546688,-0.672012758967702,7,6183791.5
430.086294,20,18,10,0,1,0,0,0,CHO,Lignin,431.09357046688,-0.507616663751274,6,7431028.5
430.089246,17,22,10,0,1,1,0,0,CHOS,Lignin,431.09652246688,0.46390566737832,6,3722614.8
430.099286,17,23,10,0,1,0,1,0,CHOP,Lignin,431.10656246688,-0.751924949156257,6,12688253
430.107382,17,22,12,0,1,0,0,0,CHO,Tannin,431.11465846688,-0.411625252213619,5,14570371
430.1145,21,21,9,1,0,0,0,0,CHON,Lignin,431.12177646688,-0.336769534679564,6,13075336
430.122624,21,22,9,0,1,0,0,0,CHO,Lignin,431.12990046688,-0.378827772754321,5,16065421
430.125914,18,26,9,0,1,1,0,0,CHOS,Lignin,431.13319046688,-0.191369121834362,6,6997391.5
430.135666,18,27,9,0,1,0,1,0,CHOP,Lignin,431.14294246688,-0.739090099078327,6,24052630
430.143759,18,26,11,0,1,0,0,0,CHO,Lignin,431.15103546688,-0.391861241501995,5,19252124
430.150918,22,25,8,1,0,0,0,0,CHON,Lignin,431.15819446688,-0.412104842939406,6,10197920
430.159057,22,26,8,0,1,0,0,0,CHO,Lignin,431.16633346688,-0.488947451812924,6,15541158
430.162187,19,30,8,0,1,1,0,0,CHOS,Protein,431.16946346688,0.0695798810022836,6,4859816
430.172048,19,31,8,0,1,0,1,0,CHOP,Protein,431.17932446688,-0.730895852919542,5,7517102.5
430.180198,19,30,10,0,1,0,0,0,CHO,Protein,431.18747446688,-0.51588947552443,4,6044596
430.187334,23,29,7,1,0,0,0,0,CHON,Lignin,431.19461046688,-0.482789151309504,5,2672056.8
430.195421,23,30,7,0,1,0,0,0,CHO,Lignin,431.20269746688,-0.439031066254348,4,4840382
431.062125,20,16,11,0,0,0,0,0,CHO,Lignin,432.06940146688,-0.324277024597802,7,16041477
431.07516,17,21,11,0,0,0,1,0,CHOP,Lignin,432.08243646688,-0.667557057877133,11,18941454
431.092977,28,16,5,0,0,0,0,0,CHO,ConHC,432.10025346688,-1.11048946664516,8,20301338
431.098479,21,20,10,0,0,0,0,0,CHO,Lignin,432.10575546688,-0.251336342265348,6,116074016
431.10168,18,24,10,0,0,1,0,0,CHOS,Lignin,432.10895646688,0.141664548060366,7,10659359
431.111524,18,25,10,0,0,0,1,0,CHOP,Lignin,432.11880046688,-0.617731465847564,10,79078952
431.119591,18,24,12,0,0,0,0,0,CHO,Tannin,432.12686746688,-0.211121517494267,6,22496812
431.129323,29,20,4,0,0,0,0,0,CHO,ConHC,432.13659946688,-1.01897520502277,6,32745010
431.134799,22,24,9,0,0,0,0,0,CHO,Lignin,432.14207546688,-0.0997301176613594,4,172205616
431.1378,19,28,9,0,0,1,0,0,CHOS,Lignin,432.14507646688,0.7560442957486,6,7595575.5
431.147879,19,29,9,0,0,0,1,0,CHOP,Protein,432.15515546688,-0.547088417317336,7,74163776
431.155956,19,28,11,0,0,0,0,0,CHO,Lignin,432.16323246688,-0.163653394547002,6,15476292
431.165708,30,24,3,0,0,0,0,0,CHO,UnsatHC,432.17298446688,-1.01771789500095,6,9688650
431.171228,23,28,8,0,0,0,0,0,CHO,Lignin,432.17850446688,-0.200359988126795,5,80012880
431.184379,20,33,8,0,0,0,1,0,CHOP,Protein,432.19165546688,-0.811956398470935,5,13086295
431.207682,24,32,7,0,0,0,0,0,CHO,Lignin,432.21495846688,-0.358814467130833,3,19285606
432.057253,19,15,11,1,0,0,0,0,CHON,ConHC,433.06452946688,-0.0441899040778539,6,2491039.3
432.065575,19,16,11,0,1,0,0,0,CHO,Lignin,433.07285146688,-0.543262823462193,7,3051173
432.078516,16,21,11,0,1,0,1,0,CHOP,Lignin,433.08579246688,-0.668694021154976,7,2845357.8
432.09376,20,19,10,1,0,0,0,0,CHON,Lignin,433.10103646688,-0.324706634572831,7,12789944
432.101957,20,20,10,0,1,0,0,0,CHO,Lignin,433.10923346688,-0.535121540241112,6,21780670
432.105078,17,24,10,0,1,1,0,0,CHOS,Lignin,433.11235446688,0.0416804550028054,7,6073535.5
432.114999,17,25,10,0,1,0,1,0,CHOP,Lignin,433.12227546688,-0.893732790994411,6,15173830
432.123256,17,24,12,0,1,0,0,0,CHO,Tannin,433.13053246688,-0.92672635604962,5,3534027.5
432.130212,21,23,9,1,0,0,0,0,CHON,Lignin,433.13748846688,-0.478195689558009,6,19888336
432.13263,28,20,4,0,1,0,0,0,CHO,ConHC,433.13990646688,-0.906170671903207,4,6266066
432.138302,21,24,9,0,1,0,0,0,CHO,Lignin,433.14557846688,-0.44156004260281,5,34195668
432.141406,18,28,9,0,1,1,0,0,CHOS,Lignin,433.14868246688,0.174440378192221,6,7586008
432.151307,18,29,9,0,1,0,1,0,CHOP,Protein,433.15858346688,-0.71472502650724,6,15079646
432.159399,18,28,11,0,1,0,0,0,CHO,Lignin,433.16667546688,-0.366803794058327,5,2943715.8
432.166517,22,27,8,1,0,0,0,0,CHON,Lignin,433.17379346688,-0.292303417012419,6,9474280
432.174598,22,28,8,0,1,0,0,0,CHO,Lignin,433.18187446688,-0.234897824826857,5,17778926
432.187799,19,33,8,0,1,0,1,0,CHOP,Protein,433.19507546688,-0.960497945652179,5,3208438.8
432.211056,23,32,7,0,1,0,0,0,CHO,Lignin,433.21833246688,-0.402215619659959,3,4942086
433.041462,19,14,12,0,0,0,0,0,CHO,ConHC,434.04873846688,-0.489696804123615,8,3445040.8
433.077767,20,18,11,0,0,0,0,0,CHO,Lignin,434.08504346688,-0.304193802600127,7,71920456
433.09079,17,23,11,0,0,0,1,0,CHOP,Lignin,434.09806646688,-0.618236985586524,12,22907730
433.108662,28,18,5,0,0,0,0,0,CHO,ConHC,434.11593846688,-1.18580898415225,9,24808286
433.114051,21,22,10,0,0,0,0,0,CHO,Lignin,434.12132746688,-0.0703482600547765,5,373205856
433.127156,18,27,10,0,0,0,1,0,CHOP,AminoSugar,434.13443246688,-0.573253723798658,9,46418792
433.145058,29,22,4,0,0,0,0,0,CHO,ConHC,434.15233446688,-1.20988012343663,5,23178102
433.150479,22,26,9,0,0,0,0,0,CHO,Lignin,434.15775546688,-0.168218531429563,5,307407744
433.163615,19,31,9,0,0,0,1,0,CHOP,Protein,434.17089146688,-0.742479254939761,6,27433858
433.181361,30,26,3,0,0,0,0,0,CHO,UnsatHC,434.18863746688,-1.01975487559097,6,4714382
433.186936,23,30,8,0,0,0,0,0,CHO,Lignin,434.19421246688,-0.33286275095496,4,78195600
433.200057,20,35,8,0,0,0,1,0,CHOP,Protein,434.20733346688,-0.872524600309469,5,6640538.5
433.223332,24,34,7,0,0,0,0,0,CHO,Lignin,434.23060846688,-0.357001042775753,3,12657578
434.073109,19,17,11,1,0,0,0,0,CHON,Lignin,435.08038546688,-0.517313322983622,8,6036959.5
434.081132,19,18,11,0,1,0,0,0,CHO,Lignin,435.08840846688,-0.326848928429982,7,14327269
434.094328,16,23,11,0,1,0,1,0,CHOP,Lignin,435.10160446688,-1.03777525856628,6,3988973.5
434.109434,20,21,10,1,0,0,0,0,CHON,Lignin,435.11671046688,-0.378212502618877,7,24821240
434.117514,20,22,10,0,1,0,0,0,CHO,Lignin,435.12479046688,-0.318763451576185,5,61222396
434.120482,19,21,9,3,0,0,0,0,CHON,Lignin,435.12775846688,0.0478519689782456,5,6852095
434.130585,17,27,10,0,1,0,1,0,CHOP,AminoSugar,435.13786146688,-0.742365601006705,6,8656390
434.145762,21,25,9,1,0,0,0,0,CHON,Lignin,435.15303846688,-0.246029030007125,6,23358992
434.148291,28,22,4,0,1,0,0,0,CHO,ConHC,435.15556746688,-0.927104029381014,4,4767249.5
434.153817,21,26,9,0,1,0,0,0,CHO,Lignin,435.16109346688,-0.129137418044076,4,56061460
434.156825,20,25,8,3,0,0,0,0,CHON,Lignin,435.16410146688,0.14552675588073,5,5574167
434.166854,18,31,9,0,1,0,1,0,CHOP,Protein,435.17413046688,-0.47458032448763,6,5614110
434.182129,22,29,8,1,0,0,0,0,CHON,Lignin,435.18940546688,-0.203483767941017,4,8265256
434.190211,22,30,8,0,1,0,0,0,CHO,Lignin,435.19748746688,-0.148643505240955,2,16580141
434.226697,23,34,7,0,1,0,0,0,CHO,Lignin,435.23397346688,-0.379526852444176,2,3356229.5
434.967567,17,10,10,0,0,0,2,0,CHOP,ConHC,435.97484346688,0.174540162559284,7,2892336.8
435.057057,19,16,12,0,0,0,0,0,CHO,Lignin,436.06433346688,-0.361157902413325,8,18653292
435.069722,16,21,12,0,0,0,1,0,CHOP,Tannin,436.07699846688,0.147181392739641,11,2897780.5
435.09337,20,20,11,0,0,0,0,0,CHO,Lignin,436.10064646688,-0.194867356148659,7,312258688
435.106214,17,25,11,0,0,0,1,0,CHOP,Lignin,436.11349046688,-0.0970189662810036,10,13910157
435.124375,29,24,0,0,0,2,0,0,CHS,UnsatHC,436.13165146688,0.666504068275748,10,16339097
435.129642,21,24,10,0,0,0,0,0,CHO,Lignin,436.13691846688,0.0654026724432346,5,826192000
435.166156,22,28,9,0,0,0,0,0,CHO,Lignin,436.17343246688,-0.229195940292336,4,319402176
435.194834,24,37,1,0,0,2,1,0,CHOSP,Lipid,436.20211046688,0.534690031031803,3,3170503.3
435.202613,23,32,8,0,0,0,0,0,CHO,Lignin,436.20988946688,-0.393074261173299,4,50753740
435.2157,20,37,8,0,0,0,1,0,CHOP,Protein,436.22297646688,-0.852298939125791,4,9650389
435.238921,24,36,7,0,0,0,0,0,CHO,Lipid,436.24619746688,-0.215375126651954,3,5081316.5
436.060424,18,16,12,0,1,0,0,0,CHO,Lignin,437.06770046688,-0.388155610358683,7,3022595
436.088638,19,19,11,1,0,0,0,0,CHON,Lignin,437.09591446688,-0.237953905567196,8,15897366
436.09671,19,20,11,0,1,0,0,0,CHO,Lignin,437.10398646688,-0.160474354315099,6,50058012
436.099609,18,19,10,3,0,0,0,0,CHON,Lignin,437.10688546688,0.362336136272025,6,4637468.5
436.125052,20,23,10,1,0,0,0,0,CHON,Lignin,437.13232846688,-0.303117320083615,7,36721452
436.13311,20,24,10,0,1,0,0,0,CHO,Lignin,437.14038646688,-0.193616702149573,5,129020720
436.135946,19,23,9,3,0,0,0,0,CHON,Lignin,437.14322246688,0.473268048980982,5,8727349
436.161398,21,27,9,1,0,0,0,0,CHON,Lignin,437.16867446688,-0.212723567328164,4,19575622
436.169456,21,28,9,0,1,0,0,0,CHO,Lignin,437.17673246688,-0.103233719185764,3,59437900
436.197746,22,31,8,1,0,0,0,0,CHON,Lignin,437.20502246688,-0.126919356336182,4,5032797.5
436.205863,22,32,8,0,1,0,0,0,CHO,Lignin,437.21313946688,-0.152385813842934,2,11639651
437.054905,19,18,10,0,0,1,0,0,CHOS,Lignin,438.06218146688,-0.260186988976558,9,4805009.5
437.064733,19,19,10,0,0,0,1,0,CHOP,Lignin,438.07200946688,-0.972730443439923,8,7001496
437.072696,19,18,12,0,0,0,0,0,CHO,Lignin,438.07997246688,-0.334240068447135,7,93205920
437.101204,21,27,4,0,0,2,1,0,CHOSP,Lignin,438.10848046688,0.814360451614946,6,17790384
437.108951,20,22,11,0,0,0,0,0,CHO,Lignin,438.11622746688,-0.0363318657474672,6,949663168
437.128501,19,23,10,1,1,0,0,0,CHON,Lignin,438.13577746688,-0.517338669225061,7,7648705.5
437.137607,22,31,3,0,0,2,1,0,CHOSP,Lignin,438.14488346688,0.77436604364329,6,24024520
437.145273,21,26,10,0,0,0,0,0,CHO,Lignin,438.15254946688,0.108612217646465,4,924497344
437.181795,22,30,9,0,0,0,0,0,CHO,Lignin,438.18907146688,-0.202891824019368,4,183219680
437.194921,19,35,9,0,0,0,1,0,CHOP,Protein,438.20219746688,-0.749048001107932,5,7048685
437.212863,20,39,6,0,0,1,1,0,CHOSP,Protein,438.22013946688,0.814014664767774,5,3194873
437.21826,23,34,8,0,0,0,0,0,CHO,Lignin,438.22553646688,-0.384274000430587,4,19129852
438.067996,18,19,10,0,1,0,1,0,CHOP,Lignin,439.07527246688,-0.761345949131159,9,4053033.3
438.076019,18,18,12,0,1,0,0,0,CHO,Lignin,439.08329546688,-0.260966611931781,6,16717870
438.083024,22,17,9,1,0,0,0,0,CHON,ConHC,439.09030046688,0.0698783825693737,5,2606131
438.104265,20,27,4,0,1,2,1,0,CHOSP,Lignin,439.11154146688,1.4816645852863,8,26478656
438.112306,19,22,11,0,1,0,0,0,CHO,Lignin,439.11958246688,-0.036618225704851,7,135051328
438.140639,21,31,3,0,1,2,1,0,CHOSP,Lignin,439.14791546688,1.50774328327415,5,37812312
438.148702,20,26,10,0,1,0,0,0,CHO,Lignin,439.15597846688,-0.0605103455322172,5,141178976
438.177172,21,29,9,1,0,0,0,0,CHON,Lignin,439.18444846688,-0.49394253544619,4,12429425
438.185199,21,30,9,0,1,0,0,0,CHO,Lignin,439.19247546688,-0.3143659960079,3,36010100
439.003564,12,13,14,2,0,0,1,0,CHONP,Other,440.01084046688,-0.910931602440347,10,2909323.8
439.040048,32,8,3,0,0,0,0,0,CHO,ConHC,440.04732446688,0.0446684229114492,10,4989603.5
439.044161,19,21,6,0,0,2,1,0,CHOSP,Lignin,440.05143746688,0.633630062874784,7,2886310.3
439.051986,18,16,13,0,0,0,0,0,CHO,Tannin,440.05926246688,-0.390551897588019,8,10850987
439.080367,19,21,10,0,0,0,1,0,CHOP,Lignin,440.08764346688,-0.931772991398034,8,21932734
439.088272,19,20,12,0,0,0,0,0,CHO,Lignin,440.09554846688,-0.164418113908628,8,318421696
439.099672,18,20,11,2,0,0,0,0,CHON,Lignin,440.10694846688,-0.542984792260614,9,5699274.5
439.103645,23,20,9,0,0,0,0,0,CHO,Lignin,440.11092146688,-0.429950657291989,8,13058765
439.106904,20,24,9,0,0,1,0,0,CHOS,Lignin,440.11418046688,-0.175880677010149,7,8841935
439.116776,20,25,9,0,0,0,1,0,CHOP,Lignin,440.12405246688,-0.985075633983053,7,49248980
439.124521,20,24,11,0,0,0,0,0,CHO,Lignin,440.13179746688,0.145744116428813,6,1202109184
439.153256,22,33,3,0,0,2,1,0,CHOSP,Lipid,440.16053246688,0.773237705071091,5,30235374
439.161041,21,28,10,0,0,0,0,0,CHO,Lignin,440.16831746688,-0.159818590441331,5,460110592
439.176397,25,28,7,0,0,0,0,0,CHO,Lignin,440.18367346688,-0.386687172435025,5,7064316.5
439.180524,20,29,9,1,1,0,0,0,CHON,Lignin,440.18780046688,-0.486369862610558,6,2705151
439.189679,23,37,2,0,0,2,1,0,CHOSP,Lipid,440.19695546688,0.687998897357875,4,7222021
439.197521,22,32,9,0,0,0,0,0,CHO,Lignin,440.20479746688,-0.374463842690674,4,58931976
439.210545,19,37,9,0,0,0,1,0,CHOP,Protein,440.21782146688,-0.686410829662237,6,10881810
439.23387,23,36,8,0,0,0,0,0,CHO,Protein,440.24114646688,-0.291509508101662,4,4838177.5
440.083527,18,21,10,0,1,0,1,0,CHOP,Lignin,441.09080346688,-0.487935768199307,9,11861322
440.091586,18,20,12,0,1,0,0,0,CHO,Lignin,441.09886246688,-0.0714621657741896,7,49151312
440.098752,22,19,9,1,0,0,0,0,CHON,Lignin,441.10602846688,-0.107123632161683,6,5441875.5
440.119941,19,25,9,0,1,0,1,0,CHOP,Lignin,441.12721746688,-0.552488421382642,6,33979744
440.127996,19,24,11,0,1,0,0,0,CHO,Lignin,441.13527246688,-0.126980505778194,5,167525728
440.156374,21,33,3,0,1,2,1,0,CHOSP,Lipid,441.16365046688,1.30832746379425,5,23014776
440.164422,20,28,10,0,1,0,0,0,CHO,Lignin,441.17169846688,-0.218756734407823,4,78314880
440.192676,22,37,2,0,1,2,1,0,CHOSP,Lipid,441.19995246688,1.49749068708854,4,5354896
440.200806,21,32,9,0,1,0,0,0,CHO,Lignin,441.20808246688,-0.215324659352156,3,11562389
440.947144,19,7,9,0,0,1,1,0,CHOSP,ConHC,441.95442046688,0.947058566664423,6,7077752.5
441.019287,14,22,8,0,0,0,4,0,CHOP,AminoSugar,442.02656346688,-0.112535951768385,11,5895079
441.037919,32,10,1,0,0,1,0,0,CHOS,ConHC,442.04519546688,0.0908645098176764,7,5086131
441.055645,32,10,3,0,0,0,0,0,CHO,ConHC,442.06292146688,0.164502419043313,10,4169662.5
441.059525,18,19,11,0,0,0,1,0,CHOP,Lignin,442.06680146688,-0.686556599553934,12,11075521
441.067624,18,18,13,0,0,0,0,0,CHO,Tannin,442.07490046688,-0.361481232905803,8,35110856
441.077336,30,18,0,0,0,2,0,0,CHS,ConHC,442.08461246688,0.858412415427431,10,7509964.5
441.08287,22,18,10,0,0,0,0,0,CHO,Lignin,442.09014646688,-0.338546518579406,6,18333648
441.086149,19,22,10,0,0,1,0,0,CHOS,Lignin,442.09342546688,-0.130853970355355,9,10508242
441.095948,19,23,10,0,0,0,1,0,CHOP,Lignin,442.10322446688,-0.771307606871406,8,66650072
441.103894,19,22,12,0,0,0,0,0,CHO,Lignin,442.11117046688,-0.100190818533577,6,476102624
441.113709,22,24,4,2,0,0,2,0,CHONP,Lignin,442.12098546688,0.327562646358157,5,17305572
441.119314,23,22,9,0,0,0,0,0,CHO,Lignin,442.12659046688,-0.470819408798368,7,38404072
441.132425,20,27,9,0,0,0,1,0,CHOP,Lignin,442.13970146688,-0.978177889353458,6,86769648
441.140286,20,26,11,0,0,0,0,0,CHO,Lignin,442.14756246688,-0.114869297795467,6,606650368
441.155711,24,26,8,0,0,0,0,0,CHO,Lignin,442.16298746688,-0.496774913856407,6,31121408
441.168789,21,31,8,0,0,0,1,0,CHOP,Lignin,442.17606546688,-0.929460032271227,5,38453256
441.176725,21,30,10,0,0,0,0,0,CHO,Lignin,442.18400146688,-0.235835940789946,5,120995856
441.19202,25,30,7,0,0,0,0,0,CHO,Lignin,442.19929646688,-0.323720958316202,5,12630038
441.205152,22,35,7,0,0,0,1,0,CHOP,Protein,442.21242846688,-0.878488832645991,4,6674463
441.207553,29,30,4,0,0,0,0,0,CHO,Lignin,442.21482946688,-0.949799626854921,6,3717664.5
441.213133,22,34,9,0,0,0,0,0,CHO,Protein,442.22040946688,-0.286681883780453,4,12845092
441.249453,23,38,8,0,0,0,0,0,CHO,Protein,442.25672946688,-0.13854007396987,4,3785787.5
442.070877,17,18,13,0,1,0,0,0,CHO,Tannin,443.07815346688,-0.1308211194827,6,6627916.5
442.077984,21,17,10,1,0,0,0,0,CHON,Lignin,443.08526046688,-0.0331651295212805,6,4705873
442.086188,21,18,10,0,1,0,0,0,CHO,Lignin,443.09346446688,-0.254642167029442,7,4282966.5
442.089491,18,22,10,0,1,1,0,0,CHOS,Lignin,443.09676746688,-0.101584762860193,7,4502616.5
442.0992,18,23,10,0,1,0,1,0,CHOP,Lignin,443.10647646688,-0.537477542536876,6,20365918
442.107242,18,22,12,0,1,0,0,0,CHO,Lignin,443.11451846688,-0.0845327301990058,5,66814564
442.114432,22,21,9,1,0,0,0,0,CHON,Lignin,443.12170846688,-0.174192955518226,6,10566249
442.122575,22,22,9,0,1,0,0,0,CHO,Lignin,443.12985146688,-0.257992052652836,6,10029678
442.125957,21,21,8,3,0,0,0,0,CHON,Lignin,443.13323346688,-0.832256197892221,6,7657072
442.13564,19,27,9,0,1,0,1,0,CHOP,Lignin,443.14291646688,-0.660404283130272,6,31310454
442.143696,19,26,11,0,1,0,0,0,CHO,Lignin,443.15097246688,-0.23908642111661,5,87163512
442.150909,23,25,8,1,0,0,0,0,CHON,Lignin,443.15818546688,-0.380636949891431,6,6787712
442.159006,23,26,8,0,1,0,0,0,CHO,Lignin,443.16628246688,-0.360626894096639,5,6744709
442.163915,20,30,8,1,0,0,1,0,CHONP,Protein,443.17119146688,-0.649888543180911,7,4124296.3
442.172072,20,31,8,0,1,0,1,0,CHOP,Lignin,443.17934846688,-0.765259440194982,5,14305934
442.180074,20,30,10,0,1,0,0,0,CHO,Lignin,443.18735046688,-0.222129715398519,4,23614098
442.208304,21,35,7,0,1,0,1,0,CHOP,Protein,443.21558046688,-0.418850077190155,4,3265188.8
442.216429,21,34,9,0,1,0,0,0,CHO,Protein,443.22370546688,-0.153283272525039,3,3373738
443.017097,31,8,2,0,0,1,0,0,CHOS,ConHC,444.02437346688,0.28539901773235,7,6290603.5
443.062171,21,16,11,0,0,0,0,0,CHO,ConHC,444.06944746688,-0.419101518887677,8,11883720
443.075224,18,21,11,0,0,0,1,0,CHOP,Lignin,444.08250046688,-0.793635596283634,10,32949456
443.083263,18,20,13,0,0,0,0,0,CHO,Tannin,444.09053946688,-0.334926252132451,7,48374996
443.092988,29,16,5,0,0,0,0,0,CHO,ConHC,444.10026446688,-1.10525216770842,9,22652124
443.098518,22,20,10,0,0,0,0,0,CHO,Lignin,444.10579446688,-0.332361977495161,6,66471136
443.101714,19,24,10,0,0,1,0,0,CHOS,Lignin,444.10899046688,0.0612789215869326,8,17700066
443.111558,19,25,10,0,0,0,1,0,CHOP,Lignin,444.11883446688,-0.677596527564029,9,143869152
443.119581,19,24,12,0,0,0,0,0,CHO,Lignin,444.12685746688,-0.182901075700231,7,215401712
443.129412,20,21,8,3,1,0,0,0,CHON,Lignin,444.13668846688,-1.05589696195247,5,29230324
443.134905,23,24,9,0,0,0,0,0,CHO,Lignin,444.14218146688,-0.335697860439421,5,95094008
443.138099,20,28,9,0,0,1,0,0,CHOS,Lignin,444.14537546688,0.0624138436326739,7,16573689
443.14495,24,29,4,0,0,1,1,0,CHOSP,Lignin,444.15222646688,0.428124432669932,8,7140605.5
443.148004,20,29,9,0,0,0,1,0,CHOP,Lignin,444.15528046688,-0.813740365048569,5,90424576
443.156027,20,28,11,0,0,0,0,0,CHO,Lignin,444.16330346688,-0.31908304643058,6,126403848
443.165773,31,24,3,0,0,0,0,0,CHO,ConHC,444.17304946688,-1.13656193377841,5,14236939
443.171321,24,28,8,0,0,0,0,0,CHO,Lignin,444.17859746688,-0.404322227681406,6,55805200
443.18438,21,33,8,0,0,0,1,0,CHOP,Protein,444.19165646688,-0.792272378141336,5,21177622
443.19239,21,32,10,0,0,0,0,0,CHO,Protein,444.19966646688,-0.268389845760452,5,20522268
443.20763,25,32,7,0,0,0,0,0,CHO,Lignin,444.21490646688,-0.232061055415202,5,18261286
443.265106,23,40,8,0,0,0,0,0,CHO,Protein,444.27238246688,-0.144519629308228,3,5243210
444.057369,20,15,11,1,0,0,0,0,CHON,ConHC,445.06464546688,-0.303634722246353,7,2633028.3
444.078591,17,21,11,0,1,0,1,0,CHOP,Lignin,445.08586746688,-0.819171999737591,7,5964625.5
444.086556,17,20,13,0,1,0,0,0,CHO,Tannin,445.09383246688,-0.195239236453968,5,7755606.5
444.093749,21,19,10,1,0,0,0,0,CHON,Lignin,445.10102546688,-0.291239005511085,7,9770843
444.101833,21,20,10,0,1,0,0,0,CHO,Lignin,445.10910946688,-0.242111603167431,7,12910432
444.105056,18,24,10,0,1,1,0,0,CHOS,Lignin,445.11233246688,0.0899824989814114,8,6065506.5
444.114854,18,25,10,0,1,0,1,0,CHOP,Lignin,445.12213046688,-0.543885741670767,6,26445672
444.122898,18,24,12,0,1,0,0,0,CHO,Lignin,445.13017446688,-0.0974849213338611,5,29435758
444.130095,22,23,9,1,0,0,0,0,CHON,Lignin,445.13737146688,-0.202464420556361,6,12642162
444.138168,22,24,9,0,1,0,0,0,CHO,Lignin,445.14544446688,-0.128631620945571,6,18925432
444.141324,19,28,9,0,1,1,0,0,CHOS,Lignin,445.14860046688,0.353946120100295,6,8510330
444.151289,19,29,9,0,1,0,1,0,CHOP,Lignin,445.15856546688,-0.655023406749082,6,19343232
444.159377,19,28,11,0,1,0,0,0,CHO,Lignin,445.16665346688,-0.307496482392676,5,19912582
444.166596,23,27,8,1,0,0,0,0,CHON,Lignin,445.17387246688,-0.46188285686918,7,6987657.5
444.174637,23,28,8,0,1,0,0,0,CHO,Lignin,445.18191346688,-0.316170706455225,5,11947919
444.177768,22,27,7,3,0,0,0,0,CHON,Lignin,445.18504446688,-0.323977370276852,6,3592592.8
444.18779,20,33,8,0,1,0,1,0,CHOP,Protein,445.19506646688,-0.914392388275907,6,5414807
444.195845,20,32,10,0,1,0,0,0,CHO,Protein,445.20312146688,-0.492765817325992,5,4493212.5
444.210941,24,32,7,0,1,0,0,0,CHO,Lignin,445.21821746688,-0.133074473871361,4,3740070
444.972791,26,7,4,0,0,1,1,0,CHOSP,ConHC,445.98006746688,0.44496656795504,8,4538762.5
445.072291,29,18,1,0,0,2,0,0,CHOS,ConHC,446.07956746688,0.760207471348733,10,9677258
445.077836,21,18,11,0,0,0,0,0,CHO,Lignin,446.08511246688,-0.450689732523365,8,45967820
445.081148,18,22,11,0,0,1,0,0,CHOS,Lignin,446.08842446688,-0.318832707019312,7,9341391
445.090897,18,23,11,0,0,0,1,0,CHOP,Lignin,446.09817346688,-0.841463835418542,9,59951572
445.098974,18,22,13,0,0,0,0,0,CHO,Tannin,446.10625046688,-0.47000771621316,7,24730074
445.108681,29,18,5,0,0,0,0,0,CHO,ConHC,446.11595746688,-1.19650187596397,9,39094752
445.114122,22,22,10,0,0,0,0,0,CHO,Lignin,446.12139846688,-0.227605491196306,6,195742176
445.117311,19,26,10,0,0,1,0,0,CHOS,Lignin,446.12458746688,0.179946863123378,8,16255462
445.127179,19,27,10,0,0,0,1,0,CHOP,Lignin,446.13445546688,-0.609388440431302,10,140495344
445.135268,19,26,12,0,0,0,0,0,CHO,Lignin,446.14254446688,-0.264863957554742,6,42428912
445.145054,22,28,4,2,0,0,2,0,CHONP,Lignin,446.15233046688,0.224028236871981,5,27929080
445.150471,23,26,9,0,0,0,0,0,CHO,Lignin,446.15774746688,-0.145763197806121,5,190663168
445.15347,20,30,9,0,0,1,0,0,CHOS,Protein,446.16074646688,0.687610961876358,6,10795517
445.163597,20,31,9,0,0,0,1,0,CHOP,Protein,446.17087346688,-0.682166627409972,7,49523204
445.171675,20,30,11,0,0,0,0,0,CHO,AminoSugar,446.17895146688,-0.31301516911878,6,17730056
