Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,CAN1 (1)
511.47399,0,0,0,0,0,0,0,0,,None,512.48126646688,0,0,69351128
512.47757,0,0,0,0,0,0,0,0,,None,513.48484646688,0,0,23900118
512.49221,0,0,0,0,0,0,0,0,,None,513.49948646688,0,0,5404752
513.47971,0,0,0,0,0,0,0,0,,None,514.48698646688,0,0,4708037
535.47383,0,0,0,0,0,0,0,0,,None,536.48110646688,0,0,4374155
537.48923,34,66,4,0,0,0,0,0,CHO,Lipid,538.49650646688,-0.735120609361003,1,12360086
538.49342,0,0,0,0,0,0,0,0,,None,539.50069646688,0,0,5130536
539.50494,34,68,4,0,0,0,0,0,CHO,Lipid,540.51221646688,-0.843266194673311,1,138935456
540.50857,33,68,4,0,1,0,0,0,CHO,Lipid,541.51584646688,-1.34983654620386,1,51730848
541.51137,34,71,2,0,0,0,1,0,CHOP,Lipid,542.51864646688,0.961379711912978,1,9847063
545.3126,16,42,9,12,0,0,0,0,CHON,Other,546.31987646688,-0.193032295525437,7,21628628
546.31602,15,42,9,12,1,0,0,0,CHON,Other,547.32329646688,-0.311734546980679,8,7461198
547.32032,16,45,7,12,0,0,1,0,CHONP,Other,548.32759646688,-0.762491770779016,5,1886792
552.23304,41,31,1,1,0,0,0,0,CHON,ConHC,553.24031646688,0.448549233921473,16,1868329
552.25712,27,35,6,7,0,0,0,0,CHON,Lignin,553.26439646688,0.877384525578019,10,1823808
552.30505,27,39,4,9,0,0,0,0,CHON,Lignin,553.31232646688,0.31504850278513,7,1929134
552.34096,22,44,2,13,0,0,1,0,CHONP,Lipid,553.34823646688,-0.69076334713594,6,1922544
552.35305,27,43,2,11,0,0,0,0,CHON,Lipid,553.36032646688,-0.373689927017969,6,1945307
552.36505,29,51,7,3,0,0,0,0,CHON,Lipid,553.37232646688,0.676832761853985,5,1967879
552.37708,28,51,6,5,0,0,0,0,CHON,Lipid,553.38435646688,-0.762708911151184,6,1922418
552.38903,28,47,1,11,0,0,0,0,CHON,Lipid,553.39630646688,0.359093686889639,6,1952222
552.40102,24,56,5,7,0,0,1,0,CHONP,Lipid,553.40829646688,-0.437312525725968,3,1971913
552.41305,29,55,5,5,0,0,0,0,CHON,Lipid,553.42032646688,-0.0118623759697499,2,2020340
552.4251,29,51,0,11,0,0,0,0,CHN,Lipid,553.43237646688,0.929160348903579,2,2039840
552.43714,25,60,4,7,0,0,1,0,CHONP,Lipid,553.44441646688,0.0424503697934101,2,2083083
552.44942,30,59,4,5,0,0,0,0,CHON,Lipid,553.45669646688,0.0161555909415313,1,2248119
552.47308,21,59,0,15,0,1,0,0,CHNS,Other,553.48035646688,-0.90121532599291,1,1925709
552.48503,0,0,0,0,0,0,0,0,,None,553.49230646688,0,0,2012729
552.49708,30,63,2,7,0,0,0,0,CHON,Lipid,553.50435646688,-0.058109714052785,1,2119268
552.50913,0,0,0,0,0,0,0,0,,None,553.51640646688,0,0,2119888
552.52117,0,0,0,0,0,0,0,0,,None,553.52844646688,0,0,2065915
552.53318,31,67,1,7,0,0,0,0,CHON,Lipid,553.54045646688,0.457676249555493,1,2115110
552.54515,30,67,0,9,0,0,0,0,CHN,Lipid,553.55242646688,-0.873032718968331,1,2098450
552.55716,0,0,0,0,0,0,0,0,,None,553.56443646688,0,0,2193853
552.56921,0,0,0,0,0,0,0,0,,None,553.57648646688,0,0,2150121
552.58119,0,0,0,0,0,0,0,0,,None,553.58846646688,0,0,2168276
552.59324,0,0,0,0,0,0,0,0,,None,553.60051646688,0,0,2231808
552.60527,0,0,0,0,0,0,0,0,,None,553.61254646688,0,0,2187563
552.61723,0,0,0,0,0,0,0,0,,None,553.62450646688,0,0,2177366
552.6292,0,0,0,0,0,0,0,0,,None,553.63647646688,0,0,2261954
552.64125,0,0,0,0,0,0,0,0,,None,553.64852646688,0,0,2248621
552.65321,0,0,0,0,0,0,0,0,,None,553.66048646688,0,0,2220249
552.6652,0,0,0,0,0,0,0,0,,None,553.67247646688,0,0,2361860
552.67734,0,0,0,0,0,0,0,0,,None,553.68461646688,0,0,2440879
552.68938,0,0,0,0,0,0,0,0,,None,553.69665646688,0,0,2303707
552.70136,14,5,0,0,0,9,3,0,CHSP,ConHC,553.70863646688,0.739438746376469,1,2381190
552.71337,0,0,0,0,0,0,0,0,,None,553.72064646688,0,0,2375346
552.72534,0,0,0,0,0,0,0,0,,None,553.73261646688,0,0,2364573
552.73734,0,0,0,0,0,0,0,0,,None,553.74461646688,0,0,2442761
552.74939,0,0,0,0,0,0,0,0,,None,553.75666646688,0,0,2472052
552.76141,0,0,0,0,0,0,0,0,,None,553.76868646688,0,0,2475423
552.77343,16,11,0,0,0,10,1,0,CHSP,ConHC,553.78070646688,-0.293805432353596,1,2514443
552.78544,13,6,3,4,0,9,0,0,CHONS,ConHC,553.79271646688,-0.162835619439991,2,2514998
552.79749,0,0,0,0,0,0,0,0,,None,553.80476646688,0,0,2635874
552.80953,14,6,8,2,0,7,0,0,CHONS,ConHC,553.81680646688,0.186962401451165,1,2544653
552.82151,14,10,2,4,0,9,0,0,CHONS,ConHC,553.82878646688,0.406857002750117,1,2660985
552.83362,15,6,13,0,0,5,0,0,CHOS,ConHC,553.84089646688,0.536729992130093,1,2645028
552.84559,14,6,12,2,0,5,0,0,CHONS,ConHC,553.85286646688,-0.793258835599957,3,2584528
552.85758,22,6,4,2,0,6,0,0,CHONS,ConHC,553.86485646688,0.585638385110957,4,2673531
552.86961,15,6,17,0,0,3,0,0,CHOS,Other,553.87688646688,-0.317089562993456,5,2738278
552.88165,16,5,11,4,0,1,3,0,CHONSP,ConHC,553.88892646688,-0.161083704062518,4,2715602
552.89367,22,6,8,2,0,4,0,0,CHONS,ConHC,553.90094646688,-0.448685061039352,6,2804413
552.9057,18,7,13,2,0,2,1,0,CHONSP,ConHC,553.91297646688,-0.469847234127254,8,2746793
552.91773,23,6,13,0,0,2,0,0,CHOS,ConHC,553.92500646688,-0.0447840043924251,5,2829716
552.92976,19,7,18,0,0,0,1,0,CHOP,ConHC,553.93703646688,-0.0659540299392542,11,2918144
552.94182,21,8,9,4,0,1,2,0,CHONSP,ConHC,553.94909646688,-0.676741567616275,10,2875499
552.95382,16,6,15,6,0,1,0,0,CHONS,ConHC,553.96109646688,0.158455928966685,16,2901207
552.96582,20,11,17,0,0,0,1,0,CHOP,ConHC,553.97309646688,0.521635295905806,11,2983234
552.97792,17,14,19,0,0,1,0,0,CHOS,Other,553.98519646688,-0.356521403872887,14,2993581
552.98995,24,10,16,0,0,0,0,0,CHO,ConHC,553.99722646688,-0.617678687926366,16,3009689
553.00195,24,6,11,6,0,0,0,0,CHON,ConHC,554.00922646688,0.412628543380854,17,3012100
553.01397,31,10,7,2,0,1,0,0,CHONS,ConHC,554.02124646688,-0.677033204625008,18,3069040
553.02602,25,14,15,0,0,0,0,0,CHO,ConHC,554.03329646688,-0.048166743978899,12,3128539
553.03806,25,10,10,6,0,0,0,0,CHON,ConHC,554.04533646688,0.90986474744242,18,3154247
553.0501,24,10,9,8,0,0,0,0,CHON,ConHC,554.05737646688,-0.545982045950668,21,3213874
553.06213,39,10,3,2,0,0,0,0,CHON,ConHC,554.06940646688,-0.476960425706223,20,3183518
553.07419,31,10,0,10,0,1,0,0,CHNS,ConHC,554.08146646688,-0.731668363823942,20,3299081
553.08621,25,14,8,8,0,0,0,0,CHON,ConHC,554.09348646688,-0.0487265788849054,20,3245557
553.09826,40,14,2,2,0,0,0,0,CHON,ConHC,554.10553646688,-0.0158144601570135,19,3364960
553.11032,24,10,2,16,0,0,0,0,CHON,ConHC,554.11759646688,-0.60062788486601,19,3325771
553.12232,26,18,7,8,0,0,0,0,CHON,ConHC,554.12959646688,0.448464080821039,18,3346615
553.13434,25,18,6,10,0,0,0,0,CHON,ConHC,554.14161646688,-0.971059498014174,20,3424290
553.14637,40,18,0,4,0,0,0,0,CHN,ConHC,554.15364646688,-0.902039142424815,18,3416206
553.15841,27,22,6,8,0,0,0,0,CHON,Lignin,554.16568646688,0.981680268860848,16,3540985
553.17047,26,22,5,10,0,0,0,0,CHON,Lignin,554.17774646688,-0.509941407392233,16,3530981
553.1825,26,18,0,16,0,0,0,0,CHN,ConHC,554.18977646688,0.465894772950941,15,3602640
553.19455,27,30,9,4,0,0,0,0,CHON,Lignin,554.20182646688,-0.98860045881836,16,3562044
553.20653,27,26,4,10,0,0,0,0,CHON,Lignin,554.21380646688,0.0774216006665695,13,3670951
553.2186,13,34,14,10,0,0,0,0,CHON,Other,554.22587646688,-0.506317174637837,11,3757203
553.23069,28,34,8,4,0,0,0,0,CHON,Lignin,554.23796646688,-0.54557410039797,13,3780606
553.24265,28,30,3,10,0,0,0,0,CHON,UnsatHC,554.24992646688,0.556453695896632,13,3728874
553.25473,27,30,2,12,0,0,0,0,CHON,UnsatHC,554.26200646688,-0.971016006124328,11,4074325
553.26683,29,38,7,4,0,0,0,0,CHON,Lignin,554.27410646688,-0.102605514738049,12,3831745
553.27883,29,34,2,10,0,0,0,0,CHON,UnsatHC,554.28610646688,0.927175900856163,13,3903788
553.29085,28,34,1,12,0,0,0,0,CHON,UnsatHC,554.29812646688,-0.491957246352253,9,4043160
553.30289,30,42,6,4,0,0,0,0,CHON,Lignin,554.31016646688,0.484628888730656,7,3989763
553.3149,29,42,5,6,0,0,0,0,CHON,Lignin,554.32217646688,-0.916393031959649,11,4108655
553.32695,29,38,0,12,0,0,0,0,CHN,UnsatHC,554.33422646688,0.0231183995524977,5,4178010
553.33902,31,46,5,4,0,0,0,0,CHON,Lignin,554.34629646688,0.945511900011883,6,4304582
553.35109,30,46,4,6,0,0,0,0,CHON,Lipid,554.35836646688,-0.563661881739655,8,4301233
553.36307,22,46,1,14,0,1,0,0,CHONS,Lipid,554.37034646688,-0.673927424820376,4,4173212
553.37527,26,51,3,8,0,0,1,0,CHONP,Lipid,554.38254646688,-0.67175974830634,4,4587528
553.3871,31,50,3,6,0,0,0,0,CHON,Lipid,554.39437646688,0.113701766557019,5,4664180
553.39924,27,59,7,2,0,0,1,0,CHONP,Lipid,554.40651646688,-0.951824814826553,3,4656735
553.41131,32,58,7,0,0,0,0,0,CHO,Lipid,554.41858646688,-0.599277130998196,4,4706891
553.42336,32,54,2,6,0,0,0,0,CHON,Lipid,554.43063646688,0.340064036165476,3,4802998
553.43543,23,60,1,10,0,0,2,0,CHONP,Other,554.44270646688,-0.0484211978281742,1,4883106
553.44749,33,62,6,0,0,0,0,0,CHO,Lipid,554.45476646688,-0.228592281258083,2,4831373
553.45958,33,58,1,6,0,0,0,0,CHON,Lipid,554.46685646688,0.638538112659444,2,5073401
553.47164,32,58,0,8,0,0,0,0,CHN,Lipid,554.47891646688,-0.85226591283206,1,4929124
553.48367,34,66,5,0,0,0,0,0,CHO,Lipid,554.49094646688,0.142044195028485,2,4884944
553.49566,0,0,0,0,0,0,0,0,,None,554.50293646688,0,0,5318459
553.50786,0,0,0,0,0,0,0,0,,None,554.51513646688,0,0,5121703
553.51995,35,70,4,0,0,0,0,0,CHO,Lipid,554.52722646688,0.332298418040695,1,4273938
553.5312,34,70,3,2,0,0,0,0,CHON,Lipid,554.53847646688,0.302335775006806,1,5935358
553.54358,0,0,0,0,0,0,0,0,,None,554.55085646688,0,0,5874921
553.55574,0,0,0,0,0,0,0,0,,None,554.56301646688,0,0,5966677
553.56785,0,0,0,0,0,0,0,0,,None,554.57512646688,0,0,6038080
553.57992,0,0,0,0,0,0,0,0,,None,554.58719646688,0,0,6195500
553.59201,0,0,0,0,0,0,0,0,,None,554.59928646688,0,0,6235927
553.60405,0,0,0,0,0,0,0,0,,None,554.61132646688,0,0,6281987
553.61612,0,0,0,0,0,0,0,0,,None,554.62339646688,0,0,6541806
553.6282,0,0,0,0,0,0,0,0,,None,554.63547646688,0,0,6640858
553.64026,0,0,0,0,0,0,0,0,,None,554.64753646688,0,0,6729413
553.65231,0,0,0,0,0,0,0,0,,None,554.65958646688,0,0,6883761
553.66439,0,0,0,0,0,0,0,0,,None,554.67166646688,0,0,7046044
553.67643,0,0,0,0,0,0,0,0,,None,554.68370646688,0,0,7192456
553.68849,0,0,0,0,0,0,0,0,,None,554.69576646688,0,0,7391347
553.70056,0,0,0,0,0,0,0,0,,None,554.70783646688,0,0,7576415
553.71267,0,0,0,0,0,0,0,0,,None,554.71994646688,0,0,7810378
553.72472,0,0,0,0,0,0,0,0,,None,554.73199646688,0,0,7812406
553.73676,0,0,0,0,0,0,0,0,,None,554.74403646688,0,0,8049953
553.74881,0,0,0,0,0,0,0,0,,None,554.75608646688,0,0,8244237
553.76088,10,5,10,1,0,8,0,0,CHONS,Other,554.76815646688,-0.442635679710234,1,8508920
554.26202,28,37,7,5,0,0,0,0,CHON,Lignin,555.26929646688,0.00378468624264098,9,1154000512
554.76366,0,0,0,0,0,0,0,0,,None,555.77093646688,0,0,12008280
555.10228,25,16,8,8,0,0,0,0,CHON,ConHC,556.10955646688,-0.803681351361946,21,13998883
555.26523,27,37,7,5,1,0,0,0,CHON,Lignin,556.27250646688,0.264149887630269,9,345616416
556.2688,15,31,5,19,0,0,0,0,CHON,Protein,557.27607646688,-0.935375663884938,8,66153856
557.27065,23,34,5,12,0,0,0,0,CHON,Lignin,558.27792646688,-0.741928993419678,13,9256586
557.47861,33,66,6,0,0,0,0,0,CHO,Lipid,558.48588646688,0.095587590185703,2,2372788
558.27433,22,34,5,12,1,0,0,0,CHON,Lignin,559.28160646688,-1.32199015920664,10,1672923
561.48569,32,62,2,6,0,0,0,0,CHON,Lipid,562.49296646688,0.815652367936996,1,6145186
562.49316,30,61,1,9,0,0,0,0,CHON,Lipid,563.50043646688,-0.938490630598099,1,2416298
563.5042,36,68,4,0,0,0,0,0,CHO,Lipid,564.51147646688,0.50345180205839,1,7812342
564.50885,0,0,0,0,0,0,0,0,,None,565.51612646688,0,0,3568287
565.52033,36,70,4,0,0,0,0,0,CHO,Lipid,566.52760646688,-0.34549327799808,1,17285324
566.52395,35,70,4,0,1,0,0,0,CHO,Lipid,567.53122646688,-0.812102767979637,1,7385745
567.53618,36,72,4,0,0,0,0,0,CHO,Lipid,568.54345646688,-0.695931463843587,1,97694680
568.53887,0,0,0,0,0,0,0,0,,None,569.54614646688,0,0,38060032
569.54288,36,75,2,0,0,0,1,0,CHOP,Lipid,570.55015646688,0.54630573062016,0,7620086
571.32905,34,44,4,4,0,0,0,0,CHON,UnsatHC,572.33632646688,-0.123258435153955,9,2981259
573.34355,33,50,8,0,0,0,0,0,CHO,Lipid,574.35082646688,-0.449002714278769,7,26041548
574.34779,43,45,0,1,0,0,0,0,CHN,UnsatHC,575.35506646688,0.232869801271837,9,8963524
575.34799,19,48,10,10,0,0,0,0,CHON,Other,576.35526646688,0.384045974653465,5,2132312
576.12716,29,19,7,7,0,0,0,0,CHON,ConHC,577.13443646688,0.276424538113934,22,966711
576.24525,27,27,1,15,0,0,0,0,CHON,UnsatHC,577.25252646688,-0.391336667396995,13,5474502
577.13578,15,22,13,12,0,0,0,0,CHON,Tannin,578.14305646688,-0.220725611920821,20,12039620
577.24721,35,30,1,8,0,0,0,0,CHON,UnsatHC,578.25448646688,-0.39574302543072,11,1332134
578.13889,14,22,13,12,1,0,0,0,CHON,Tannin,579.14616646688,0.202413184881042,18,4059263
579.4839,22,60,0,16,0,1,0,0,CHNS,Other,580.49117646688,-0.723124996389446,2,1172766
580.27736,14,39,12,13,0,0,0,0,CHON,Other,581.28463646688,-0.899184577007501,13,2813644
583.38573,32,56,9,0,0,0,0,0,CHO,Lipid,584.39300646688,-0.980624979376744,6,928362
585.32157,21,46,11,8,0,0,0,0,CHON,Protein,586.32884646688,-0.412917736112322,7,1120354
585.50986,35,70,6,0,0,0,0,0,CHO,Lipid,586.51713646688,0.176487119755216,2,11547786
585.52902,0,0,0,0,0,0,0,0,,None,586.53629646688,0,0,2638070
586.51484,0,0,0,0,0,0,0,0,,None,587.52211646688,0,0,4263814
586.54772,26,65,0,15,0,0,0,0,CHN,Other,587.55499646688,-0.441324440296369,1,1148285
587.41577,37,56,0,4,0,1,0,0,CHNS,Lipid,588.42304646688,-0.812270156267894,4,2503243
587.51636,30,68,1,8,0,1,0,0,CHONS,Lipid,588.52363646688,0.0731824814680391,1,963970
588.42089,42,55,1,1,0,0,0,0,CHON,UnsatHC,589.42816646688,0.337489674650813,6,1243282
589.5208,31,70,2,6,0,1,0,0,CHONS,Lipid,590.52807646688,0.0334370554456405,1,1525422
590.22969,35,33,6,3,0,0,0,0,CHON,Lignin,591.23696646688,-0.0518563311903153,15,977368
590.51605,30,69,2,7,0,1,0,0,CHONS,Lipid,591.52332646688,0.0316447708866181,1,947515
592.56771,0,0,0,0,0,0,0,0,,None,593.57498646688,0,0,4897564
593.5705,0,0,0,0,0,0,0,0,,None,594.57777646688,0,0,2495258
594.29509,32,37,3,9,0,0,0,0,CHON,UnsatHC,595.30236646688,-0.722936954556996,14,900598
595.56576,0,0,0,0,0,0,0,0,,None,596.57303646688,0,0,2008645
596.57011,0,0,0,0,0,0,0,0,,None,597.57738646688,0,0,1114710
597.34953,26,42,3,14,0,0,0,0,CHON,Lipid,598.35680646688,-0.627016482246227,11,5967068
598.2876,14,41,13,13,0,0,0,0,CHON,Other,599.29487646688,-0.330381399405788,11,11176221
598.35226,27,45,1,13,0,1,0,0,CHONS,Lipid,599.35953646688,-0.771895084170548,6,2086204
599.28964,20,32,3,20,0,0,0,0,CHON,Lipid,600.29691646688,-0.485542024181408,15,4082317
599.52569,36,72,6,0,0,0,0,0,CHO,Lipid,600.53296646688,-0.12725875896712,2,867457
605.42752,30,50,0,14,0,0,0,0,CHN,Lipid,606.43479646688,-0.838983981333016,6,988141
608.30803,29,35,1,15,0,0,0,0,CHON,UnsatHC,609.31530646688,-0.665736238245334,12,840565
611.28363,30,40,8,6,0,0,0,0,CHON,Lignin,612.29090646688,-0.235467942394287,13,6858954
611.52623,32,69,1,8,0,0,1,0,CHONP,Lipid,612.53350646688,-0.507855124181744,1,1396251
612.28807,40,35,0,7,0,0,0,0,CHN,UnsatHC,613.29534646688,0.0777651753812238,14,2258458
613.54171,32,71,1,8,0,0,1,0,CHONP,Lipid,614.54898646688,-0.229459462106114,1,25918594
614.54485,31,71,1,8,1,0,1,0,CHONP,Lipid,615.55212646688,0.119930899265789,1,10562076
615.17653,33,20,2,12,0,0,0,0,CHON,ConHC,616.18380646688,-0.955101827884388,27,10184274
615.44965,35,60,5,4,0,0,0,0,CHON,Lipid,616.45692646688,-0.900970621025477,7,2526672
615.55033,0,0,0,0,0,0,0,0,,None,616.55760646688,0,0,2330696
616.17973,32,20,2,12,1,0,0,0,CHON,ConHC,617.18700646688,-0.702672731834417,20,3181707
616.45102,28,59,6,9,0,0,0,0,CHON,Lipid,617.45829646688,0.865170041648406,4,838616
617.17387,25,18,3,18,0,0,0,0,CHON,ConHC,618.18114646688,-0.355768177647068,25,4778207
618.17862,37,25,5,5,0,0,0,0,CHON,ConHC,619.18589646688,-0.528965342674394,27,1551259
620.59883,40,79,3,1,0,0,0,0,CHON,Lipid,621.60610646688,-0.178665361749237,1,4773037
621.6033,0,0,0,0,0,0,0,0,,None,622.61057646688,0,0,2100108
625.38052,43,50,2,2,0,0,0,0,CHON,UnsatHC,626.38779646688,-0.906159543985113,13,6255425
625.43406,36,58,5,4,0,0,0,0,CHON,Lipid,626.44133646688,-0.982492284755531,9,3065221
626.38332,42,50,2,2,1,0,0,0,CHON,UnsatHC,627.39059646688,-0.0203533175033411,7,2052218
626.43635,29,57,6,9,0,0,0,0,CHON,Lipid,627.44362646688,-0.71059416516429,8,973607
627.44696,32,56,3,10,0,0,0,0,CHON,Lipid,628.45423646688,-0.876358130649714,7,886028
627.55741,33,73,1,8,0,0,1,0,CHONP,Lipid,628.56468646688,-0.303787158252352,0,729590
633.4588,32,54,0,14,0,0,0,0,CHN,Lipid,634.46607646688,-0.770191974101694,6,751864
639.55653,0,0,0,0,0,0,0,0,,None,640.56380646688,0,0,1988593
641.40127,31,46,0,16,0,0,0,0,CHN,UnsatHC,642.40854646688,0.917006667094583,12,1962604
641.42347,28,50,2,16,0,0,0,0,CHON,Lipid,642.43074646688,-0.749550799979017,9,1390696
641.57142,36,70,0,10,0,0,0,0,CHN,Lipid,642.57869646688,-0.317732101999808,1,15990283
642.40404,30,46,0,16,1,0,0,0,CHN,UnsatHC,643.41131646688,1.82454161122782,8,931968
642.42624,27,50,2,16,1,0,0,0,CHON,Lipid,643.43351646688,0.160550107090939,8,664555
642.57423,35,70,0,10,1,0,0,0,CHN,Lipid,643.58150646688,0.529334538913045,2,7189330
643.44194,32,56,4,10,0,0,0,0,CHON,Lipid,644.44921646688,-0.956054975690617,8,1068179
643.5797,27,68,0,18,0,0,0,0,CHN,Other,644.58697646688,0.710236999482526,1,1635325
645.45374,43,58,1,4,0,0,0,0,CHON,UnsatHC,646.46101646688,0.0712151528266587,9,679325
652.23029,36,35,9,3,0,0,0,0,CHON,Lignin,653.23756646688,-0.362393242661942,23,2371156
653.46368,37,66,9,0,0,0,0,0,CHO,Lipid,654.47095646688,-0.416747874241258,6,2676019
654.46423,42,61,3,3,0,0,0,0,CHON,UnsatHC,655.47150646688,-0.325913297271931,7,1305087
655.47816,34,60,3,10,0,0,0,0,CHON,Lipid,656.48543646688,-0.686416719683425,7,1085283
657.38707,35,54,8,4,0,0,0,0,CHON,Lipid,658.39434646688,-0.276028919244096,13,1938385
658.38781,40,49,2,7,0,0,0,0,CHON,UnsatHC,659.39508646688,-0.47409115756118,12,753647
665.45097,36,58,4,8,0,0,0,0,CHON,Lipid,666.45824646688,-0.216180204335059,9,715764
669.43634,37,54,2,10,0,0,0,0,CHON,UnsatHC,670.44361646688,-0.738969344727857,10,3430093
669.4607,23,58,7,16,0,0,0,0,CHON,Other,670.46797646688,-0.802673951330742,11,2337623
670.44166,34,57,5,9,0,0,0,0,CHON,Lipid,671.44893646688,-0.998556768016439,13,1386244
670.46721,21,57,6,19,0,0,0,0,CHON,Other,671.47448646688,-0.842631836890159,10,940670
671.47992,43,64,4,2,0,0,0,0,CHON,UnsatHC,672.48719646688,-0.874237729809133,7,704488
674.21163,34,29,7,9,0,0,0,0,CHON,Lignin,675.21890646688,0.130128939267991,31,704778
685.41772,37,58,8,4,0,0,0,0,CHON,Lipid,686.42499646688,0.682365185461794,12,1398997
689.48198,33,66,9,6,0,0,0,0,CHON,Lipid,690.48925646688,-0.186415905372633,6,716526
697.47184,44,58,0,8,0,0,0,0,CHN,UnsatHC,698.47911646688,-0.96289704888285,11,1159594
719.39407,43,48,1,10,0,0,0,0,CHON,UnsatHC,720.40134646688,-0.125280137778321,23,701928
719.4558,46,56,0,8,0,0,0,0,CHN,UnsatHC,720.46307646688,-0.392286140852867,13,1194908
747.49423,57,64,0,0,0,0,0,0,CH,UnsatHC,748.50150646688,-0.941096943565862,15,882589
755.28188,25,44,17,10,0,0,0,0,CHON,AminoSugar,756.28915646688,-0.748955310465014,38,708393
761.44441,35,54,4,16,0,0,0,0,CHON,Lipid,762.45168646688,-0.383187400683086,18,807533
771.25104,36,32,7,14,0,0,0,0,CHON,Lignin,772.25831646688,-0.617684743340346,50,1014089
783.3078,50,44,7,2,0,0,0,0,CHON,Lignin,784.31507646688,-0.286478465957801,44,728328
799.28747,0,0,0,0,0,0,0,0,,None,800.29474646688,0,-1,813944
832.48718,0,0,0,0,0,0,0,0,,None,833.49445646688,0,-1,1030859
833.69922,0,0,0,0,0,0,0,0,,None,834.70649646688,0,-1,684916
844.33997,0,0,0,0,0,0,0,0,,None,845.34724646688,0,-1,4496057
845.34347,0,0,0,0,0,0,0,0,,None,846.35074646688,0,-1,2378296
845.74491,0,0,0,0,0,0,0,0,,None,846.75218646688,0,-1,770414
846.34788,0,0,0,0,0,0,0,0,,None,847.35515646688,0,-1,855116
848.45096,0,0,0,0,0,0,0,0,,None,849.45823646688,0,-1,651846
860.50745,0,0,0,0,0,0,0,0,,None,861.51472646688,0,-1,1011886
861.5088,0,0,0,0,0,0,0,0,,None,862.51607646688,0,-1,670842
861.71717,0,0,0,0,0,0,0,0,,None,862.72444646688,0,-1,935351
865.19509,0,0,0,0,0,0,0,0,,None,866.20236646688,0,-1,897970
896.37823,0,0,0,0,0,0,0,0,,None,897.38550646688,0,-1,1150601
897.38085,0,0,0,0,0,0,0,0,,None,898.38812646688,0,-1,767520
