"","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"391.141/3623.45","6899364.31","  24561.89","  24561.89","  24561.89","  24561.89","3583241.21","9246372.59","  24561.89","5942055.08","  24561.89","2644093.46","  24561.89"
"392.114/3628.14","  24561.89","1878963.45","  24561.89","  24561.89","  24561.89","  24561.89","2482519.83","1410152.64","  24561.89","  24561.89","  24561.89","1209064.72"
"392.1365/3624.23","  24561.89","  24561.89","1330574.59"," 610131.75"," 566597.97"," 973222.06","  24561.89","  24561.89","1584953.66"," 554438.31","  24561.89","  24561.89"
"393.163/3625.8"," 24561.89"," 24561.89","273051.51"," 24561.89"," 24561.89","198823.77","431680.53","304225.77","328382.85"," 24561.89"," 24561.89","230953.76"
"395.2/3720.48"," 24561.89","421290.99","354284.25"," 24561.89","146232.06","158797.28"," 24561.89","702781.29"," 24561.89","186350.81"," 24561.89","156146.47"
"395.2125/3711.09","420647.60"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","263984.71"," 24561.89","230011.66"," 24561.89","177711.30"," 24561.89"
"396.196/3329.24","212417.29","418476.32"," 24561.89","794110.40","372788.87","603055.05","289612.71","297155.84","428490.41","650558.01","264918.51","614589.58"
"397.1735/3329.24"," 24561.89"," 24561.89","133878.12","210330.85","114604.59","162646.82"," 24561.89"," 24561.89","118164.48"," 24561.89"," 24561.89","183453.99"
"398.2/3343.32","  24561.89","2909672.14","1885559.47","1376143.44","1441434.46","1130981.80","  24561.89","2069349.49","1716650.13","1641655.03","1422532.59","1186504.84"
"398.3/4060.07","302032.71","199444.35"," 24561.89"," 56563.10","100635.11"," 92674.45"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"399.1/2798.72","517279.87"," 24561.89","264044.70","347198.38"," 24561.89"," 24561.89","541969.99","103373.51","287810.50"," 24561.89"," 24561.89","131298.84"
"400.1/2788.55"," 24561.89","229736.57"," 24561.89"," 24561.89"," 24561.89"," 24561.89","158828.07","187919.74","293209.88","303195.03","247167.67"," 24561.89"
"400.2/3610.93","   24561.89","   24561.89","   24561.89","12036678.87"," 6745245.85"," 5488584.31","   24561.89","   24561.89","11628201.48","10756761.96"," 7160707.13"," 5289514.72"
"401.1/3329.24"," 24561.89","168282.89","240788.11","363286.88","205112.03"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","284150.62"
"401.2/3740.82","  24561.89"," 701952.45","  24561.89","  24561.89","  24561.89","  24561.89"," 323630.51","3033005.56","4059629.32","  24561.89","  24561.89","  24561.89"
"401.2/3610.93","  24561.89","  24561.89","  24561.89","  24561.89","1834093.61","1589913.28","  24561.89","  24561.89","  24561.89","2991281.27","1786746.13","1501862.29"
"403.086/2949.74"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 86898.24","109363.01"," 85233.29"," 24561.89"," 24561.89"," 24561.89"," 89870.07"
"408.1025/2895.75","  24561.89","1036989.34","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"," 214166.18","  24561.89"," 179523.51"," 565354.70","  24561.89"
"408.1/3444.26","464968.00","573379.77"," 24561.89","233681.46"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","146992.38"," 24561.89"," 24561.89"
"408.2/3441.91","108910.26"," 24561.89"," 24561.89"," 24561.89"," 24561.89","231425.98","268866.15"," 24561.89","751128.36"," 24561.89"," 24561.89","245023.81"
"410.266/3939.57","  24561.89","1319875.61","1375014.96","  24561.89"," 899985.58"," 799401.79","  24561.89","  24561.89"," 223544.91","  24561.89","  24561.89","  24561.89"
"411.23/3934.88","304741.63","426745.77"," 24561.89","304811.06"," 24561.89","275335.28"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"412.2895/4110.15","3412993.60","  24561.89","1679362.24"," 655969.60"," 781156.10"," 594736.34"," 486799.44","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"
"413.1/3625.8","778922.18","855168.64","665025.14","120558.37","156926.66","327900.84","389790.51"," 24561.89"," 24561.89","156450.92","282687.13","330997.88"
"413.295/4114.85","991447.08","626592.41"," 24561.89"," 24561.89","230747.93"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"414.1955/3061.63","252452.21","352227.45"," 24561.89"," 24561.89"," 24561.89","276920.27","784648.34","192081.84","258999.62"," 24561.89","169402.11","640714.52"
"416.1/2687.61","439237.66","508248.31"," 24561.89"," 24561.89"," 24561.89","263207.05","470797.97","408736.97","322456.69","195945.30"," 24561.89","239773.26"
"421.0845/2797.15","156029.95"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","140031.23"," 24561.89"," 92219.37"," 61164.29"," 24561.89"," 24561.89"
"423.152/3254.12"," 24561.89","255168.62","212710.78","180690.97","191746.74","152861.19"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"424.2/3443.48","  24561.89","  24561.89","1745629.80"," 961030.38","1348980.00"," 586789.62","  24561.89","  24561.89","1673201.43","1562709.03","1547095.94"," 834756.60"
"425.202/3439.57"," 24561.89"," 24561.89"," 24561.89","207762.76"," 24561.89"," 24561.89"," 24561.89"," 24561.89","513617.16"," 24561.89","433804.89","258236.61"
"426.1/3017.03","792979.2","843517.4","588996.1","282697.3","231451.0","120684.9","821819.4","919600.6","386864.4","295901.8","318466.8","237842.7"
"426.2/3639.88","   24561.89","   24561.89","   24561.89","10283077.71"," 6937764.44"," 6091112.21","   24561.89","11438600.30","11182703.10"," 8906813.73"," 7670588.81"," 4852718.31"
"427.2/3623.45","  24561.89","  24561.89","  24561.89","  24561.89","1855249.20","1754074.86","  24561.89","  24561.89","  24561.89","2456144.52","2210419.30","1393249.65"
"429.2/3886.36"," 580907.66"," 238723.33"," 574589.75"," 488037.32","1374609.08","1573595.46"," 775416.81","3609938.73","  24561.89","1220814.25","1236769.33","1448950.76"
"430.1/2688.39","1911680","2124744","2487771","3076213","2957369","3015874","2006604","1906551","2222893","2633887","2700540","3080688"
"430.2/3886.36","  24561.89","  24561.89"," 193756.39","  24561.89"," 443495.88"," 536046.68"," 246396.73","1173060.45","  24561.89"," 396414.50"," 422852.62"," 479482.66"
"430.2/4071.03","398260.32","278948.74","271827.72"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"431.105/2687.61","559442.45"," 24561.89","718791.79","910517.60","844283.42","847285.75","589107.86","533617.45","603054.77","757021.33","838407.27","922359.40"
"433.193/3817.5","487331.83","518192.12"," 24561.89"," 24561.89","378265.47"," 24561.89","747277.23"," 24561.89","530128.94"," 24561.89","478209.63","555184.44"
"436.197/3625.01","375812.22"," 24561.89"," 24561.89"," 24561.89"," 24561.89","179091.59","383207.74","292975.83","292767.72"," 80397.46","136055.39","267001.81"
"438.17/3449.74","3472534.68","  24561.89","  24561.89","2003832.93","2084213.73","  24561.89","3299908.92","  24561.89","2944405.64","  24561.89","  24561.89","  24561.89"
"438.3/4050.68","1688005.87"," 886542.59"," 972109.14"," 509452.01","  24561.89"," 477464.55"," 167854.08","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"
"439.162/3451.3","865853.72","875625.29"," 24561.89","505118.47"," 24561.89"," 24561.89","812861.00","839774.95"," 24561.89","529271.43","474139.06"," 24561.89"
"439.3/4049.12","543352.35","290968.56"," 24561.89","172128.24"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"440.1775/3474"," 24561.89"," 24561.89","346995.08"," 24561.89"," 24561.89"," 24561.89","452757.01","464760.71"," 24561.89","277043.01","269703.64","254998.71"
"444.1/2687.61"," 24561.89","304396.92"," 24561.89","250968.95","214580.69","225079.87"," 24561.89","238866.84","116900.38"," 24561.89","176842.75","215947.04"
"444.184/2898.88","166816.82","130090.62"," 24561.89"," 24561.89"," 24561.89"," 24561.89","336163.21"," 24561.89"," 24561.89"," 24561.89","175244.67","116502.29"
"447.2/3870.71","1440194","4874467","3731989","2248042","1764225","1860855","1142400","4602424","4399068","2130744","2138575","2555249"
"448.2/3870.71"," 480186.86","  24561.89","1132937.72","  24561.89","  24561.89"," 591727.55"," 506906.86","1432046.09","1418936.50","  24561.89","  24561.89"," 809465.56"
"448.2/3440.35","  24561.89","2336776.52","1348832.76","1175355.33","1012971.60"," 604947.26","  24561.89","1578863.86","1632516.19","1098277.49","1078385.14"," 760159.84"
"449.2/3416.88"," 24561.89"," 24561.89"," 24561.89"," 24561.89","331146.36","168188.98"," 24561.89"," 24561.89"," 24561.89","343257.41","339099.05","240807.81"
"452.1/3077.28","2293581.69","1954888.44","1448580.32"," 824219.31"," 774503.24","  24561.89","2491178.84","2724873.81","  24561.89","  24561.89"," 867737.56"," 692466.39"
"454.1045/3293.24","12268923.92","10171632.07"," 8239735.84"," 4480131.33"," 4817625.80"," 3703141.22","12986144.64","   24561.89","   24561.89","   24561.89","   24561.89"," 4911108.96"
"455.1125/3285.42","2991215.80","2443696.62","1960040.24","1085377.07"," 949750.91","  24561.89","3152523.48","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"
"455.133/3299.5","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","2907910.08","  24561.89","  24561.89","1137137.71"," 968337.79"
"456.1435/3286.2"," 24561.89"," 24561.89","358023.96","206175.17"," 24561.89","173109.46"," 24561.89"," 24561.89"," 24561.89","243418.17"," 24561.89"," 24561.89"
"456.1715/3301.85"," 24561.89"," 24561.89"," 24561.89"," 24561.89","204643.47"," 24561.89"," 24561.89","527278.60"," 24561.89"," 24561.89","248845.95","226419.51"
"458.2/3044.42"," 347732.42"," 588548.10","  24561.89"," 237943.18","  24561.89"," 309530.79","1742958.74"," 292667.21"," 470208.72"," 311438.47"," 341058.37","1255857.24"
"459.2/3045.98"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","687933.67"," 24561.89","129063.19"," 24561.89"," 65977.76","413227.81"
"461.2/3906.71"," 24561.89","379994.20","391032.23"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","236766.58","149290.05","275292.84"
"462.2/3277.59"," 24561.89"," 24561.89"," 24561.89","743806.71","914624.25","949825.10"," 24561.89"," 24561.89","904380.34","828449.18","803904.30","819482.19"
"463.182/3045.98","224751.86"," 24561.89"," 24561.89"," 24561.89"," 24561.89","207171.53"," 24561.89"," 24561.89","253796.15"," 24561.89","213874.51","513779.92"
"464.2/3466.95","9624482.18","9579511.71","  24561.89","  24561.89","5782601.99","5812679.37","8298241.38","8508758.77","8752916.38","6446999.26","5184218.66","  24561.89"
"465.2/3466.17","2655186","2583915","2123612","1673537","1500153","1540066","2225149","2315741","2326308","1657923","1367032","1327833"
"466.1/3479.47","216196.92","165357.12"," 24561.89"," 51796.16"," 24561.89"," 24561.89"," 24561.89","173603.62"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"466.2/3694.65","3738130","3551395","3135584","2367438","2793018","2518763","1963052","3910388","3098664","2508631","2447539","2389185"
"467.2/3694.65"," 986922.6","1099746.4"," 860519.1"," 662154.2"," 740599.6"," 685996.9"," 533336.7","1042023.2"," 857864.6"," 682214.4"," 674414.0"," 701362.5"
"468.2/3132.05","254514.74"," 24561.89","341179.96"," 24561.89","301389.03","293268.01"," 24561.89","296463.63","352944.20"," 24561.89","258240.22"," 24561.89"
"473.177/2931.74"," 86935.96","498129.04"," 24561.89","112626.49"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"474.104/3078.06","262871.67","227134.37"," 24561.89"," 24561.89"," 24561.89"," 81765.63","267902.63","276743.43","151437.08"," 24561.89"," 24561.89"," 24561.89"
"476.1/3288.55"," 24561.89","501276.12"," 24561.89"," 24561.89","250077.61","236637.26","813616.90","472520.21"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"478.1/3157.09","211280.65","347087.27","202012.55"," 24561.89","204349.26"," 24561.89","330970.97"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"478.2/3625.01","1369781.96","1224492.00","1694280.05","1268675.60","1376508.98","1760947.02","1870118.09","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"
"478.22/3628.14","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"," 972088.80","1865883.62","1180443.35","  24561.89","1450420.70"
"479.218/3623.45","454970.09"," 24561.89","570663.02","403231.89"," 24561.89","554518.12","620010.66"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"479.273/3632.06"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","345749.19","627057.64","393566.15","489646.11"," 24561.89"
"480.1595/3317.5","42230618.20","   24561.89","   24561.89","24831778.59","24423707.25","   24561.89","43470430.44","45089228.95","   24561.89","   24561.89","   24561.89","20970591.22"
"480.195/3322.98","   24561.89","40615554.48","   24561.89","   24561.89","   24561.89","22059398.96","   24561.89","   24561.89","35235910.02","24908899.65","25487175.24","   24561.89"
"481.179/3324.54","10921240.19","   24561.89","   24561.89","   24561.89"," 6360075.43"," 5756178.25","   24561.89","11492653.37","   24561.89","   24561.89"," 6630787.53","   24561.89"
"482.2/3606.24","2000566","7566668","7111091","4489166","4661342","3662908","6653869","7207720","6482972","5271048","4629567","4094547"
"483.2/3606.24","1910356.2","2037483.2","1856083.6","1183593.9","1225570.5"," 993675.7","1875261.2","1926872.2","1750445.5","1396114.7","1237339.0","1124263.3"
"484.168/3623.45"," 24561.89"," 24561.89","361278.65"," 24561.89","241059.34","186950.49"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"484.1985/3605.45","369011.08","386938.14"," 24561.89","236337.87"," 24561.89"," 24561.89","285351.85","362164.41","324952.97","261192.48","234622.00"," 24561.89"
"486.156/3466.95","300614.06"," 24561.89"," 24561.89","271452.66"," 24561.89","190974.99"," 24561.89","252367.70"," 24561.89"," 24561.89","176497.75"," 24561.89"
"486.194/2799.5"," 24561.89"," 24561.89","214907.56","309458.41"," 24561.89"," 85280.08"," 24561.89"," 75710.45"," 24561.89","321050.52","152254.22"," 24561.89"
"491.2/3392.62","432037.00","332159.07","386966.75","334951.45","294816.24","373577.61"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"492.2/3664.14","606211.92","598203.05","530440.61","334754.27","407576.76","418373.73"," 24561.89","554774.05","485690.80","388397.12","374965.72","417547.09"
"493.2/3672.75","668974.06"," 24561.89","485466.24","228960.01","270604.11","118918.32"," 24561.89","175815.58"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"494.196/3430.96","1529021.07","1125753.18"," 717880.64","  24561.89"," 413482.33"," 499798.08","1526066.44","1664767.01"," 677867.96","  24561.89"," 516888.84","  24561.89"
"494.2/3135.18","484938.07"," 24561.89","511740.22","375367.34","400462.88","439382.29","512972.53"," 24561.89","385146.11","377995.12"," 24561.89","506474.70"
"495.213/3426.27","438350.32","251722.42"," 24561.89"," 24561.89"," 24561.89","133064.35","433586.61"," 24561.89"," 24561.89"," 24561.89"," 24561.89","100981.17"
"496.2/3380.1","39936950","42070333","41242994","36504411","33423457","24217795","43226702","39204400","39963992","35540616","32440366","31877119"
"497.2/3380.1","10939308","11328467","11083559"," 9940917"," 9116097"," 6543261","11622741","10770418","10901524"," 9612165"," 8794646"," 8567094"
"498.178/3359.76"," 24561.89"," 24561.89","851085.54","721769.03","610146.04"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","528592.40"
"498.2/3395.75","2137484","2123314","1492764","1334981","1338427","1430025","2332354","2070890","2170906","2050346","1879722","1241536"
"499.1/3348.02"," 24561.89"," 24561.89","134033.66"," 24561.89"," 96453.36"," 65744.74"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"499.189/3407.49","230905.24","216300.19"," 24561.89"," 24561.89","149785.81"," 24561.89","251453.42","225829.20"," 24561.89","204131.60","178856.84"," 24561.89"
"499.215/3420.01"," 24561.89"," 24561.89","190009.78","236429.69"," 24561.89","166025.80"," 24561.89"," 24561.89","192221.80"," 24561.89"," 24561.89"," 24561.89"
"500.214/2800.28"," 24561.89"," 24561.89"," 24561.89","143302.36"," 24561.89"," 24561.89","214982.68"," 24561.89","126973.33","134956.11"," 78508.71"," 24561.89"
"502.103/3169.61","16972821.72","15739987.31","12729848.49"," 8332544.14"," 8505189.92","   24561.89","16450453.93","17052646.14","   24561.89","   24561.89"," 8794519.08"," 7132401.93"
"503.103/3169.61","4810844.09","4456402.12","3582621.26","2355995.25","2417541.78","2180178.98","4778155.42","4937143.64","  24561.89","  24561.89","  24561.89","2035940.45"
"503.161/3171.18","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","3627364.32","2493545.04","2494471.50","  24561.89"
"504.109/3254.12","  24561.89","  24561.89","3711291.46","2088344.40"," 488096.80","1663514.01","5937698.27","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"
"504.167/3268.99","  24561.89","  24561.89","  24561.89","  24561.89","1771182.39","  24561.89","  24561.89","6314197.66","3232523.16","  24561.89","1958691.40","  24561.89"
"505.161/3268.99","  24561.89","1430487.09","  24561.89","  24561.89"," 515065.73"," 474590.63","  24561.89","  24561.89","  24561.89","  24561.89"," 552504.47","  24561.89"
"505.191/3260.38","1490180.44","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","1773914.64"," 916982.45"," 636337.33","  24561.89","  24561.89"
"506.1965/3394.97","4958426.50","  24561.89","  24561.89","2358940.34","2029890.84","1957167.72","5639064.19","5791283.31","3723910.61","2558315.80","2439061.42","1903921.42"
"507.2/3393.4","1492306.71","1282636.75","  24561.89"," 721120.28"," 640276.43"," 599263.95","1603957.09","1717794.27","1075706.01"," 748842.65"," 699999.47"," 446090.86"
"508.1/3374.62"," 24561.89"," 24561.89"," 24561.89"," 24561.89","666645.23"," 24561.89","321721.88","137559.57"," 24561.89"," 24561.89","288185.36","339151.27"
"508.2/3529.55","40421850","37407863","31180104","20421456","20618866","18146963","43677358","45173156","31509861","21518578","21911294","17120653"
"508.3/3850.37","  24561.89","2015836.24","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"," 195328.72","  24561.89","  24561.89"," 206123.10"," 154591.76"
"509.2/3529.55","11501354","10457527"," 8806212"," 5722395"," 5919454"," 5185408","12222713","12705949"," 8890656"," 6101089"," 6293692"," 4981964"
"510.2/3775.25"," 1800051"," 8684161"," 6453425"," 1874392"," 2452518"," 2067843"," 2384323","13562012"," 4418648"," 2924412"," 2717763"," 2239913"
"510.2/3528.77","3214977.52","  24561.89","  24561.89","1053566.63","1168207.27","1113472.82","3173146.62","  24561.89","  24561.89","1178809.77","1244176.42","1030136.02"
"511.2/3776.82"," 540843.3","2459948.8","1873350.7"," 526870.1"," 727804.0"," 589466.7"," 703755.4","3944795.2","1254268.8"," 837436.4"," 755977.9"," 675114.4"
"512.278/2922.35","  24561.89","2744626.00","  24561.89"," 592109.12","  24561.89"," 174057.13"," 269403.42","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"
"518.2/3416.09","  24561.89","1211914.85","1259788.41","1089064.39","  24561.89"," 712054.89"," 861712.01"," 896020.55","1159243.21","1015156.28"," 715896.86","  24561.89"
"519.1525/3409.83","277928.10","333393.22","354629.16","304954.87","219875.81"," 24561.89","266616.61"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"519.188/3421.57"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","325307.04","297117.16","207378.10"," 24561.89"
"520.194/3249.43","747573.96"," 24561.89"," 24561.89","527972.55"," 24561.89"," 24561.89","625703.52","764567.28","747417.30"," 24561.89"," 24561.89","782454.66"
"520.2/3234.56","1023937.2","1542786.7","1541852.0"," 648774.0","1265190.9","1352802.6"," 805882.2"," 768495.3"," 748703.4","1495881.5"," 974677.2"," 602614.3"
"521.2/3235.34","550941.82","261307.09","230073.87"," 24561.89","204511.07","201942.37"," 24561.89","234954.50","471972.05","476728.81","172363.59","223637.24"
"522.2/3404.36","37549676","34931819","32349645","27923233","26440149","27297176","34908727","34843621","31447353","26422762","25738354","24710223"
"522.3/3538.94"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 79636.54"," 24561.89"," 24561.89"," 24561.89","378980.40","129495.45"
"523.2/3404.36","10737841","10442652"," 9401756"," 8138346"," 7732434"," 8048074","10189817","10202789"," 9166782"," 8033289"," 7467512"," 7264747"
"524.2/3704.83","30259398","27967462","25558248","18530208","21509132","13700837","21262920","25771083"," 2742566","20685194","20468695","18468259"
"525.2/3719.69","8969329","7119784","7592427","5497724","6413463","4142023","6306345","7645210","6654378","6222587","6040802","5435343"
"526.1/3179","18285754.95","18101290.88","15464033.13","11084285.09","10534823.29"," 8653660.84","20886730.85","22176009.82","   24561.89","   24561.89","   24561.89"," 8877836.90"
"526.156/3179","   24561.89","   24561.89","   24561.89","   24561.89","   24561.89","   24561.89","   24561.89","   24561.89","15196914.54","10999952.82","10564970.58","   24561.89"
"526.2/3690.74","1989462.67","1499603.94","1692971.93","1144360.13","  24561.89","  24561.89","1413279.15","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"
"527.1/3176.66","5493533.72","5331955.52","4631745.74","3393948.22","3218986.30","  24561.89","6069048.09","6651031.78","  24561.89","  24561.89","  24561.89","2696804.79"
"528.107/3280.72","1025123.47","  24561.89"," 633165.89","  24561.89"," 317597.97","  24561.89","3392860.65","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"
"528.1205/3183.7","2292681.17","3721666.26"," 908799.33"," 645535.61"," 617227.23","  24561.89","1121942.07","1220560.84","  24561.89","  24561.89","  24561.89"," 578212.90"
"528.145/3236.91"," 899080.80","  24561.89","1475902.28"," 819135.08"," 678049.89"," 504601.63","  24561.89","2619153.62","  24561.89","  24561.89","  24561.89"," 537900.74"
"528.176/3244.73","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"," 660516.07","  24561.89"," 930192.18","1465710.55"," 905672.47","  24561.89","  24561.89"
"529.104/3249.43","279344.47","604379.54","454402.58"," 24561.89"," 24561.89"," 69897.75"," 24561.89"," 24561.89"," 24561.89"," 24561.89","234562.77"," 24561.89"
"529.146/3250.99"," 24561.89"," 24561.89","195320.89","257960.52","211251.85"," 24561.89","758088.82","288468.62"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"530.2/3355.84","20771851","17944520","15174657"," 9541865"," 9300900"," 9471328","21616404","22168871","14164275"," 9985523"," 9767006"," 8308318"
"531.2/3355.84","6444674","5629492","4627131","2924721","2830861","2927312","6551976","6749949","4340520","3008565","2934544","2580991"
"532.1645/3352.71","1473749.00","  24561.89","  24561.89"," 631348.74"," 580965.78","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"," 538391.31"
"532.2/3490.43","3416165.9","2821638.1","2683680.0","1201967.4"," 862777.4"," 669078.2","5061891.1","4887450.4","2196042.7","1109154.8"," 972781.7"," 613506.0"
"532.2/3355.84","  24561.89","1218999.43"," 960732.19","  24561.89","  24561.89"," 595262.50","1425010.05","  24561.89"," 915863.51"," 624894.88"," 618906.43","  24561.89"
"533.2/3490.43","1058079.95"," 892119.55"," 835934.29"," 415531.06"," 278404.52","  24561.89","1563205.30","1526934.67"," 661848.78","  24561.89"," 316320.33","  24561.89"
"534.2/3591.37","2558524.6","2094532.3","1856769.4"," 786136.6"," 670008.3"," 634951.9","2168827.1","2761014.2","1391468.0"," 853520.6"," 766481.2"," 556165.1"
"534.3/3866.8"," 227348.11","1598952.50","  24561.89","  24561.89","1145940.85","1197762.01"," 122926.13","1097981.37","1153315.10"," 953893.22","1171077.89","1371976.82"
"535.2/3591.37","866274.4","663227.4","594251.2","272570.9","210969.3","216769.4","704656.3","882645.9","435525.6","280536.1","251104.1","108871.1"
"536.2/3719.69"," 7608849"," 6678458"," 5219486"," 1914597"," 2338715"," 2237707"," 4689884","11134564"," 3746025"," 2421431"," 2594299"," 1948250"
"536.2/3578.07","  24561.89","  24561.89","  24561.89"," 713206.12"," 876371.42"," 681516.66","  24561.89","  24561.89","  24561.89"," 920010.47","1003120.21","  24561.89"
"537.2/3719.69","2370711.46","2162158.95","1564902.30"," 591917.30"," 712216.09"," 686987.49","1448402.61","3435601.05"," 254877.46","  24561.89","  24561.89"," 638223.57"
"537.2/3578.07"," 24561.89"," 24561.89"," 24561.89"," 24561.89","261179.60"," 24561.89"," 24561.89"," 24561.89","211227.21","284329.94","304740.05"," 24561.89"
"538.2/3712.65","517751.98","312606.59","247527.26"," 24561.89"," 24561.89"," 24561.89","319601.91","702854.84"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"544.1/3391.84","104050.17"," 24561.89","143469.96"," 24561.89"," 60093.44"," 24561.89","253294.56"," 24561.89"," 85090.12"," 49123.79"," 24561.89"," 24561.89"
"544.2/3204.82","3224455","2828155","2788005","2437817","2267362","2387388","3111679","3239416","2669600","2259497","1798416","2071922"
"545.2/3204.04","1037062.45"," 938167.42"," 921066.99"," 777892.83"," 704007.22","  24561.89","1004782.28","1073899.99"," 852403.36"," 725975.33"," 614618.46"," 660894.81"
"546.2/3200.91"," 24561.89"," 24561.89","613978.93","448313.03"," 24561.89"," 24561.89"," 24561.89","837420.39","575493.15","442341.61"," 24561.89"," 24561.89"
"546.2/3694.66"," 581063.87"," 738016.33"," 673244.23"," 594184.60","  24561.89","  24561.89","  24561.89","1056710.37","  24561.89"," 583751.53","  24561.89","  24561.89"
"547.239/3017.03","  24561.89"," 410589.82","  24561.89","  24561.89","  24561.89"," 175559.73","1317802.58","  24561.89"," 328355.48","  24561.89"," 224353.45","1041625.92"
"548.1/3185.26","758915.78","769992.38","738224.26","641591.35","600716.75","515862.46"," 24561.89"," 24561.89","668067.42"," 24561.89","451062.41","502825.27"
"549.1/3182.13"," 24561.89"," 24561.89","220591.15"," 24561.89","162508.21","102376.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"550.2/3665.7","11943436.99","12395719.22","10267865.66"," 6087265.59"," 4081919.91"," 3927026.78"," 8462248.03"," 7089625.28","   24561.89","   24561.89"," 3900790.10"," 3707202.04"
"550.2315/3642.23","  24561.89","  24561.89","  24561.89","  24561.89","3069773.03","2995936.46","  24561.89","5883811.56","  24561.89","7208658.93","3277277.73","  24561.89"
"551.2015/3643.01","3992311.75","4149319.96","3354548.73","1965469.08","2335411.56","2228739.41","2705882.28","4249788.80","  24561.89","1299548.98","  24561.89","1210687.92"
"551.258/3617.19","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","1384442.41","1101438.52","1082383.67","  24561.89"
"552.303/3837.85"," 496456.08","3343973.29","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"," 442038.51","  24561.89","  24561.89"," 331846.08"," 387465.32"
"556.2875/2912.96"," 297420.42","2346051.41"," 227810.12"," 563493.97","  24561.89"," 174975.49"," 237945.08"," 523208.97","  24561.89","  24561.89"," 239761.66","  24561.89"
"558.176/3393.4"," 24561.89"," 24561.89","314872.10","219182.54","252868.14","165063.10"," 24561.89","235864.57"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"558.1775/3535.81"," 24561.89","376766.98","319508.50"," 24561.89"," 24561.89","196542.07"," 24561.89"," 24561.89"," 24561.89"," 24561.89","194246.23"," 24561.89"
