"","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"452.1/3077.28","2293581.69","1954888.436","1448580.318","824219.305","774503.242",NA,"2491178.837","2724873.815",NA,NA,"867737.561","692466.389"
"454.1045/3293.24","12268923.92","10171632.072","8239735.845","4480131.326","4817625.801","3703141.218","12986144.64",NA,NA,NA,NA,"4911108.962"
"455.1125/3285.42","2991215.8","2443696.615","1960040.241","1085377.072","949750.908",NA,"3152523.48",NA,NA,NA,NA,NA
"455.133/3299.5",NA,NA,NA,NA,NA,NA,NA,"2907910.083",NA,NA,"1137137.706","968337.788"
"456.1435/3286.2",NA,NA,"358023.964","206175.171",NA,"173109.46",NA,NA,NA,"243418.173",NA,NA
"456.1715/3301.85",NA,NA,NA,NA,"204643.473",NA,NA,"527278.603",NA,NA,"248845.955","226419.505"
"458.2/3044.42","347732.419","588548.105",NA,"237943.185",NA,"309530.795","1742958.735","292667.214","470208.722","311438.474","341058.369","1255857.243"
"459.2/3045.98",NA,NA,NA,NA,NA,NA,"687933.674",NA,"129063.188",NA,"65977.765","413227.813"
"461.2/3906.71",NA,"379994.197","391032.23",NA,NA,NA,NA,NA,NA,"236766.577","149290.045","275292.845"
"462.2/3277.59",NA,NA,NA,"743806.708","914624.248","949825.105",NA,NA,"904380.338","828449.181","803904.302","819482.188"
"463.182/3045.98","224751.859",NA,NA,NA,NA,"207171.526",NA,NA,"253796.152",NA,"213874.513","513779.921"
"464.2/3466.95","9624482.182","9579511.71",NA,NA,"5782601.985","5812679.369","8298241.378","8508758.772","8752916.382","6446999.265","5184218.663",NA
"465.2/3466.17","2655185.847","2583915.229","2123612.111","1673537.352","1500152.908","1540065.508","2225149.452","2315741.416","2326307.974","1657923.072","1367031.614","1327832.633"
"466.1/3479.47","216196.925","165357.116",NA,"51796.163",NA,NA,NA,"173603.62",NA,NA,NA,NA
"466.2/3694.65","3738130.266","3551395.169","3135583.898","2367438.197","2793018.196","2518763.042","1963051.96","3910388.16","3098663.598","2508631.186","2447538.831","2389184.805"
"467.2/3694.65","986922.616","1099746.423","860519.056","662154.178","740599.63","685996.876","533336.667","1042023.17","857864.642","682214.386","674414.031","701362.549"
"468.2/3132.05","254514.74",NA,"341179.963",NA,"301389.026","293268.007",NA,"296463.629","352944.199",NA,"258240.224",NA
"473.177/2931.74","86935.956","498129.038",NA,"112626.493",NA,NA,NA,NA,NA,NA,NA,NA
"474.104/3078.06","262871.675","227134.373",NA,NA,NA,"81765.632","267902.633","276743.432","151437.082",NA,NA,NA
"476.1/3288.55",NA,"501276.116",NA,NA,"250077.61","236637.257","813616.895","472520.208",NA,NA,NA,NA
"478.1/3157.09","211280.647","347087.265","202012.549",NA,"204349.262",NA,"330970.974",NA,NA,NA,NA,NA
"478.2/3625.01","1369781.956","1224491.998","1694280.046","1268675.596","1376508.979","1760947.017","1870118.095",NA,NA,NA,NA,NA
"478.22/3628.14",NA,NA,NA,NA,NA,NA,NA,"972088.795","1865883.625","1180443.35",NA,"1450420.699"
"479.218/3623.45","454970.089",NA,"570663.016","403231.89",NA,"554518.123","620010.659",NA,NA,NA,NA,NA
"479.273/3632.06",NA,NA,NA,NA,NA,NA,NA,"345749.19","627057.64","393566.146","489646.108",NA
"480.1595/3317.5","42230618.198",NA,NA,"24831778.593","24423707.247",NA,"43470430.437","45089228.949",NA,NA,NA,"20970591.223"
"480.195/3322.98",NA,"40615554.482",NA,NA,NA,"22059398.959",NA,NA,"35235910.022","24908899.651","25487175.238",NA
"481.179/3324.54","10921240.186",NA,NA,NA,"6360075.43","5756178.25",NA,"11492653.371",NA,NA,"6630787.527",NA
"482.2/3606.24","2000566.022","7566667.904","7111090.856","4489166.011","4661342.123","3662907.57","6653868.614","7207719.96","6482971.733","5271047.57","4629567.33","4094547.073"
"483.2/3606.24","1910356.151","2037483.181","1856083.602","1183593.902","1225570.548","993675.713","1875261.185","1926872.193","1750445.478","1396114.729","1237338.99","1124263.345"
"484.168/3623.45",NA,NA,"361278.647",NA,"241059.338","186950.492",NA,NA,NA,NA,NA,NA
"484.1985/3605.45","369011.077","386938.141",NA,"236337.871",NA,NA,"285351.852","362164.41","324952.972","261192.479","234621.999",NA
"486.156/3466.95","300614.063",NA,NA,"271452.663",NA,"190974.995",NA,"252367.7",NA,NA,"176497.754",NA
"486.194/2799.5",NA,NA,"214907.561","309458.405",NA,"85280.083",NA,"75710.447",NA,"321050.518","152254.217",NA
"491.2/3392.62","432037.001","332159.073","386966.751","334951.453","294816.236","373577.608",NA,NA,NA,NA,NA,NA
"492.2/3664.14","606211.915","598203.048","530440.61","334754.269","407576.762","418373.733",NA,"554774.054","485690.796","388397.116","374965.72","417547.087"
"493.2/3672.75","668974.062",NA,"485466.242","228960.01","270604.115","118918.315",NA,"175815.577",NA,NA,NA,NA
"494.196/3430.96","1529021.074","1125753.182","717880.644",NA,"413482.328","499798.081","1526066.444","1664767.015","677867.962",NA,"516888.837",NA
"494.2/3135.18","484938.066",NA,"511740.215","375367.342","400462.88","439382.29","512972.533",NA,"385146.108","377995.116",NA,"506474.704"
"495.213/3426.27","438350.32","251722.425",NA,NA,NA,"133064.345","433586.612",NA,NA,NA,NA,"100981.17"
"496.2/3380.1","39936950.328","42070333.113","41242993.991","36504411.014","33423457.461","24217795.208","43226701.681","39204399.701","39963992.137","35540615.958","32440365.813","31877118.859"
"497.2/3380.1","10939308.402","11328466.649","11083558.835","9940917","9116097.192","6543261.182","11622740.767","10770418.005","10901524.16","9612165.459","8794646.393","8567093.588"
"498.178/3359.76",NA,NA,"851085.538","721769.025","610146.043",NA,NA,NA,NA,NA,NA,"528592.401"
"498.2/3395.75","2137484.052","2123313.892","1492764.258","1334981.345","1338427.485","1430025.396","2332354.24","2070889.532","2170905.561","2050346.22","1879721.809","1241536.347"
"499.1/3348.02",NA,NA,"134033.662",NA,"96453.358","65744.744",NA,NA,NA,NA,NA,NA
"499.189/3407.49","230905.243","216300.193",NA,NA,"149785.807",NA,"251453.419","225829.201",NA,"204131.6","178856.843",NA
"499.215/3420.01",NA,NA,"190009.78","236429.694",NA,"166025.798",NA,NA,"192221.802",NA,NA,NA
"500.214/2800.28",NA,NA,NA,"143302.355",NA,NA,"214982.678",NA,"126973.332","134956.114","78508.715",NA
"502.103/3169.61","16972821.72","15739987.308","12729848.491","8332544.139","8505189.924",NA,"16450453.93","17052646.141",NA,NA,"8794519.077","7132401.932"
"503.103/3169.61","4810844.094","4456402.123","3582621.256","2355995.249","2417541.782","2180178.981","4778155.418","4937143.639",NA,NA,NA,"2035940.45"
"503.161/3171.18",NA,NA,NA,NA,NA,NA,NA,NA,"3627364.322","2493545.045","2494471.497",NA
"504.109/3254.12",NA,NA,"3711291.464","2088344.398","488096.803","1663514.013","5937698.266",NA,NA,NA,NA,NA
"504.167/3268.99",NA,NA,NA,NA,"1771182.392",NA,NA,"6314197.662","3232523.161",NA,"1958691.4",NA
"505.161/3268.99",NA,"1430487.091",NA,NA,"515065.734","474590.634",NA,NA,NA,NA,"552504.47",NA
"505.191/3260.38","1490180.443",NA,NA,NA,NA,NA,NA,"1773914.644","916982.452","636337.334",NA,NA
"506.1965/3394.97","4958426.503",NA,NA,"2358940.343","2029890.836","1957167.721","5639064.187","5791283.311","3723910.607","2558315.804","2439061.416","1903921.421"
"507.2/3393.4","1492306.708","1282636.745",NA,"721120.28","640276.427","599263.949","1603957.095","1717794.266","1075706.013","748842.65","699999.471","446090.857"
"508.1/3374.62",NA,NA,NA,NA,"666645.226",NA,"321721.88","137559.571",NA,NA,"288185.36","339151.269"
"508.2/3529.55","40421850.424","37407862.584","31180104.285","20421455.683","20618865.558","18146962.516","43677357.537","45173155.991","31509861.22","21518577.842","21911294.291","17120652.806"
"508.3/3850.37",NA,"2015836.238",NA,NA,NA,NA,NA,"195328.719",NA,NA,"206123.097","154591.761"
"509.2/3529.55","11501353.745","10457527.331","8806212.061","5722394.978","5919454.303","5185408.028","12222713.19","12705948.541","8890655.716","6101089.417","6293691.746","4981963.937"
"510.2/3775.25","1800050.55","8684160.76","6453425.432","1874392.245","2452518.254","2067843.299","2384322.977","13562012.168","4418648.479","2924411.78","2717762.662","2239913.181"
"510.2/3528.77","3214977.521",NA,NA,"1053566.632","1168207.269","1113472.825","3173146.625",NA,NA,"1178809.771","1244176.423","1030136.024"
"511.2/3776.82","540843.34","2459948.845","1873350.748","526870.117","727804.021","589466.734","703755.379","3944795.242","1254268.833","837436.404","755977.897","675114.419"
"512.278/2922.35",NA,"2744626.005",NA,"592109.123",NA,"174057.134","269403.422",NA,NA,NA,NA,NA
"518.2/3416.09",NA,"1211914.85","1259788.409","1089064.388",NA,"712054.885","861712.01","896020.551","1159243.209","1015156.28","715896.856",NA
"519.1525/3409.83","277928.103","333393.221","354629.164","304954.867","219875.81",NA,"266616.611",NA,NA,NA,NA,NA
"519.188/3421.57",NA,NA,NA,NA,NA,NA,NA,NA,"325307.042","297117.164","207378.1",NA
"520.194/3249.43","747573.961",NA,NA,"527972.553",NA,NA,"625703.517","764567.277","747417.298",NA,NA,"782454.656"
"520.2/3234.56","1023937.238","1542786.695","1541851.966","648773.971","1265190.915","1352802.577","805882.167","768495.302","748703.379","1495881.546","974677.203","602614.283"
"521.2/3235.34","550941.821","261307.087","230073.867",NA,"204511.07","201942.373",NA,"234954.499","471972.049","476728.808","172363.593","223637.239"
"522.2/3404.36","37549675.526","34931818.709","32349644.832","27923233.104","26440148.786","27297176.429","34908726.602","34843620.879","31447353.196","26422761.603","25738354.459","24710222.507"
"522.3/3538.94",NA,NA,NA,NA,NA,NA,"79636.54",NA,NA,NA,"378980.4","129495.448"
"523.2/3404.36","10737841.324","10442651.806","9401756.374","8138346.224","7732434.208","8048074.35","10189816.992","10202789.382","9166782.185","8033288.68","7467512.384","7264746.825"
"524.2/3704.83","30259398.361","27967461.635","25558248.477","18530208.397","21509131.857","13700836.69","21262920.363","25771082.811","2742565.672","20685193.581","20468695.348","18468259.407"
"525.2/3719.69","8969329.21","7119784.197","7592426.653","5497723.664","6413462.778","4142023.451","6306344.948","7645209.568","6654378.109","6222587.325","6040801.617","5435342.741"
"526.1/3179","18285754.953","18101290.883","15464033.134","11084285.094","10534823.293","8653660.843","20886730.85","22176009.817",NA,NA,NA,"8877836.901"
"526.156/3179",NA,NA,NA,NA,NA,NA,NA,NA,"15196914.542","10999952.823","10564970.577",NA
"526.2/3690.74","1989462.671","1499603.937","1692971.925","1144360.132",NA,NA,"1413279.151",NA,NA,NA,NA,NA
"527.1/3176.66","5493533.72","5331955.517","4631745.743","3393948.222","3218986.304",NA,"6069048.088","6651031.779",NA,NA,NA,"2696804.791"
"528.107/3280.72","1025123.469",NA,"633165.888",NA,"317597.97",NA,"3392860.652",NA,NA,NA,NA,NA
"528.1205/3183.7","2292681.17","3721666.257","908799.329","645535.615","617227.235",NA,"1121942.067","1220560.843",NA,NA,NA,"578212.901"
"528.145/3236.91","899080.804",NA,"1475902.283","819135.085","678049.888","504601.629",NA,"2619153.62",NA,NA,NA,"537900.738"
"528.176/3244.73",NA,NA,NA,NA,NA,"660516.075",NA,"930192.18","1465710.553","905672.474",NA,NA
"529.104/3249.43","279344.474","604379.544","454402.58",NA,NA,"69897.747",NA,NA,NA,NA,"234562.773",NA
"529.146/3250.99",NA,NA,"195320.894","257960.515","211251.851",NA,"758088.823","288468.625",NA,NA,NA,NA
"530.2/3355.84","20771850.825","17944520.216","15174656.611","9541865.216","9300900.108","9471327.792","21616404.145","22168870.659","14164274.813","9985522.956","9767005.525","8308318.099"
"531.2/3355.84","6444674.219","5629492.05","4627131.484","2924720.725","2830861.141","2927312.286","6551976.416","6749949.426","4340520.281","3008564.614","2934544.162","2580990.658"
"532.1645/3352.71","1473748.995",NA,NA,"631348.739","580965.778",NA,NA,NA,NA,NA,NA,"538391.313"
"532.2/3490.43","3416165.851","2821638.085","2683680.02","1201967.391","862777.381","669078.176","5061891.108","4887450.443","2196042.666","1109154.829","972781.669","613506.001"
"532.2/3355.84",NA,"1218999.434","960732.195",NA,NA,"595262.502","1425010.05",NA,"915863.513","624894.875","618906.426",NA
"533.2/3490.43","1058079.954","892119.553","835934.286","415531.059","278404.523",NA,"1563205.301","1526934.673","661848.775",NA,"316320.333",NA
"534.2/3591.37","2558524.6","2094532.267","1856769.356","786136.614","670008.303","634951.858","2168827.08","2761014.187","1391468.02","853520.6","766481.211","556165.08"
"534.3/3866.8","227348.111","1598952.503",NA,NA,"1145940.855","1197762.008","122926.129","1097981.368","1153315.105","953893.223","1171077.888","1371976.819"
"535.2/3591.37","866274.45","663227.375","594251.204","272570.886","210969.345","216769.379","704656.296","882645.885","435525.585","280536.067","251104.052","108871.137"
"536.2/3719.69","7608849.498","6678458.216","5219486.479","1914597.389","2338714.917","2237706.63","4689884.352","11134563.953","3746025.436","2421430.6","2594298.992","1948250.074"
"536.2/3578.07",NA,NA,NA,"713206.125","876371.416","681516.656",NA,NA,NA,"920010.466","1003120.214",NA
"537.2/3719.69","2370711.456","2162158.953","1564902.302","591917.298","712216.088","686987.491","1448402.608","3435601.052","254877.465",NA,NA,"638223.575"
"537.2/3578.07",NA,NA,NA,NA,"261179.598",NA,NA,NA,"211227.206","284329.938","304740.047",NA
"538.2/3712.65","517751.976","312606.587","247527.263",NA,NA,NA,"319601.914","702854.838",NA,NA,NA,NA
"544.1/3391.84","104050.17",NA,"143469.958",NA,"60093.44",NA,"253294.556",NA,"85090.12","49123.785",NA,NA
"544.2/3204.82","3224455.117","2828155.32","2788004.866","2437816.512","2267362.158","2387387.563","3111678.749","3239416.013","2669599.897","2259496.92","1798415.501","2071922.28"
"545.2/3204.04","1037062.452","938167.42","921066.988","777892.826","704007.223",NA,"1004782.283","1073899.989","852403.357","725975.33","614618.463","660894.805"
"546.2/3200.91",NA,NA,"613978.931","448313.03",NA,NA,NA,"837420.394","575493.148","442341.615",NA,NA
"546.2/3694.66","581063.872","738016.335","673244.227","594184.597",NA,NA,NA,"1056710.366",NA,"583751.53",NA,NA
"547.239/3017.03",NA,"410589.818",NA,NA,NA,"175559.731","1317802.581",NA,"328355.485",NA,"224353.449","1041625.921"
"548.1/3185.26","758915.779","769992.376","738224.255","641591.346","600716.746","515862.46",NA,NA,"668067.419",NA,"451062.409","502825.272"
"549.1/3182.13",NA,NA,"220591.15",NA,"162508.215","102376.887",NA,NA,NA,NA,NA,NA
"550.2/3665.7","11943436.988","12395719.22","10267865.655","6087265.595","4081919.914","3927026.778","8462248.032","7089625.28",NA,NA,"3900790.102","3707202.043"
"550.2315/3642.23",NA,NA,NA,NA,"3069773.032","2995936.462",NA,"5883811.56",NA,"7208658.932","3277277.731",NA
"551.2015/3643.01","3992311.754","4149319.962","3354548.728","1965469.079","2335411.556","2228739.406","2705882.278","4249788.8",NA,"1299548.977",NA,"1210687.924"
"551.258/3617.19",NA,NA,NA,NA,NA,NA,NA,NA,"1384442.407","1101438.525","1082383.665",NA
"552.303/3837.85","496456.078","3343973.289",NA,NA,NA,NA,NA,"442038.506",NA,NA,"331846.083","387465.319"
"556.2875/2912.96","297420.425","2346051.413","227810.118","563493.969",NA,"174975.495","237945.079","523208.965",NA,NA,"239761.659",NA
"558.176/3393.4",NA,NA,"314872.105","219182.536","252868.136","165063.101",NA,"235864.569",NA,NA,NA,NA
"558.1775/3535.81",NA,"376766.981","319508.503",NA,NA,"196542.07",NA,NA,NA,NA,"194246.235",NA
"558.2/3534.25","478131.776",NA,NA,NA,"207943.335",NA,"462254.263","433107.43","338304.049",NA,NA,NA
"559.1965/3531.9","153144.675",NA,"83968.484","60610.412",NA,NA,NA,"153221.358",NA,NA,NA,NA
"559.224/3531.12",NA,NA,NA,NA,NA,"58184.634","140376.015",NA,"121371.908","62086.041",NA,NA
"562.9885/3722.04",NA,"532369.061",NA,NA,NA,NA,"100043.56",NA,"80414.395",NA,NA,"49261.505"
"564.2/3460.7","495463.924",NA,"403730.496","310207.519","373670.929","319110.654","483380.926","561867.128","531539.64","483456.874","364380.95","389258.969"
"564.4/4144.58",NA,NA,NA,NA,"50245.566","75596.048",NA,"148000.834","201694.314",NA,NA,"98766.568"
"565.2275/3456",NA,NA,NA,"122022.281",NA,NA,"164572.995","200163.365","214969.357",NA,NA,NA
"566.2/3582.76","721879.103",NA,"330110.364","398129.634","864560.704","731744.782",NA,"695894.598","344389.681",NA,"627906.712","632278.429"
"567.192/3576.5","268941.352",NA,NA,NA,"274791.934","219015.665",NA,"224521.812",NA,"190798.994",NA,NA
"568.2/3211.87","3513594.792","3382320.175","3575867.178",NA,"2520927.04","2351740.307","4441771.336","5160645.56","3776656.185","2387020.481","1723110.107","2083724.665"
"568.3/3620.32","327279.962","1822905.468","181116.054",NA,"166357.035","104334.628",NA,"245649.788",NA,"99104.802","296017.619","550424.853"
"569.2/3210.3","1176918.668","1169376.024","1238845.201","1084157.978","885024.39","769184.151","1498906.589","1718575.122","1305691.928","844783.484","590152.035","704089.784"
"569.3/3613.28","135591.481","613761.403","81690.253",NA,NA,NA,NA,"78086.033",NA,NA,NA,NA
"570.1/3107.8","1108794.945","1107333.581","772818.679","725809.896",NA,NA,"1485427.066","2055392.81",NA,NA,NA,NA
"570.2/3204.04","205973.944","232350.855",NA,NA,NA,"154042.176","349524.735","363812.704",NA,"301688.651","253018.245",NA
"571.105/3107.8","371991.745","358175.764","259075.998",NA,NA,NA,"485556.22","662069.312","326378.644",NA,NA,NA
"571.423/3717.35",NA,"2219742.239",NA,NA,NA,NA,"83754.087",NA,"304004.38","173383.325","242164.97",NA
"572.2/3401.23","323601.382","322391.075","369754.119","274460.31","278056.719","328882.465","308131.285","415906.672",NA,"314015.492","283351.971","287626.655"
"572.2/3663.36","212129.49","1007070.946","187286.956",NA,NA,NA,NA,"1304439.097",NA,NA,NA,NA
"573.214/3415.31","109852.84",NA,NA,NA,"106757.58","114065.884",NA,"143399.257","121220.597",NA,NA,"105759.143"
"576.259/2861.32",NA,NA,NA,NA,NA,NA,NA,NA,"110578.974","97970.4",NA,"298524.107"
"578.291/3836.28","729795.653","966805.684","589139.519",NA,NA,NA,NA,NA,"534009.167","400878.162",NA,NA
"579.1/2787.77","1602404.52","852780.481","1279959.498","401807.172",NA,NA,"1757125.882",NA,NA,NA,"659396.377",NA
"579.4485/3513.9",NA,NA,NA,NA,"72984.45",NA,NA,"349901.246",NA,"96021.435",NA,"247472.49"
"580.109/2792.46","549471.191",NA,"469956.825",NA,"351453.615","260395.801","637791.543","322001.88","250390.435",NA,"171472.528","261686.78"
"580.2/3390.27","375029.313",NA,"212356.599",NA,"630636.789",NA,"571668.41","407624.712","302588.656","457511.909","541321.229","537119.311"
"580.197/3587.46","421946.514",NA,NA,NA,"539466.436","426974.373","469043.684","421423.821",NA,NA,"402913.197","400313.808"
"590.174/3210.3",NA,"279821.979","204573.05","199358.98",NA,"180332.318",NA,"262258.575",NA,NA,NA,NA
"590.265/3005.29",NA,NA,"388183.845",NA,"285201.617","558531.505",NA,"269910.467",NA,NA,NA,NA
"590.291/3003.73","463223.635","1450836.053",NA,NA,NA,NA,"4560396.434",NA,"1110252.337","558365.62","767925.73","3588515.891"
"591.264/3003.73","175453.071","523337.291","138598.443",NA,NA,"191229.356",NA,"98015.948",NA,NA,NA,NA
"591.299/3001.38",NA,NA,NA,"72627.765",NA,NA,"1576633.186",NA,"404658.122","199088.547","264940.879","1287256.491"
"593.452/3714.22",NA,NA,"213074.566","425769.74",NA,"114716.448",NA,"780080.987",NA,NA,NA,"336012.979"
"594.2/3405.92",NA,NA,NA,"115931.084","210326.15",NA,"203990.889",NA,"164900.069",NA,"167997.87","264677.632"
"594.315/3615.62","574791.94",NA,NA,NA,"689400.004",NA,"174772.996",NA,NA,NA,"573244.916","2634209.144"
"595.2/3002.95",NA,"264081.385",NA,NA,NA,NA,"857615.435",NA,"195758.328",NA,NA,"311351.307"
"595.3075/3617.19","234262.304","339975.426",NA,NA,"276909.612",NA,NA,NA,NA,NA,NA,"353765.12"
"596.323/3814.37","195519.464","4482351.436",NA,NA,NA,"137865.603",NA,NA,NA,"142623.145",NA,NA
"596.357/3817.5",NA,NA,"273204.871","161920.107",NA,NA,NA,"620204.698",NA,NA,"473434.138","511236.051"
"597.3325/3809.68","67248.652",NA,NA,"66215.791","67707.448",NA,NA,NA,NA,"59829.391",NA,NA
"597.3665/3822.98",NA,"1671423.264",NA,NA,NA,NA,NA,NA,"124673.307",NA,"180230.294","206925.514"
